exercise,set #,reps,weight,bodyweight,date
pull ups,2,6.0,10.0,81.99000000000001,2022-06-06
pull ups,3,6.0,10.0,81.99000000000001,2022-06-06
squats,1,5.0,92.5,81.535,2022-06-08
squats,2,5.0,90.0,81.535,2022-06-08
squats,3,6.0,85.0,81.535,2022-06-08
squats,4,6.0,85.0,81.535,2022-06-08
good mornings,1,14.0,60.0,81.535,2022-06-08
good mornings,2,14.0,60.0,81.535,2022-06-08
good mornings,3,13.0,60.0,81.535,2022-06-08
hamstring curls,1,12.0,10.0,81.535,2022-06-08
hamstring curls,2,11.0,10.0,81.535,2022-06-08
hamstring curls,3,8.0,10.0,81.535,2022-06-08
reverse nordics,1,8.0,0.0,81.535,2022-06-08
reverse nordics,2,8.0,0.0,81.535,2022-06-08
reverse nordics,3,7.0,0.0,81.535,2022-06-08
dips,1,11.0,0.0,80.465,2022-06-11
dips,2,9.0,0.0,80.465,2022-06-11
dips,3,7.0,0.0,80.465,2022-06-11
larsen press,1,4.0,70.0,80.465,2022-06-11
larsen press,2,5.0,65.0,80.465,2022-06-11
larsen press,3,5.0,62.5,80.465,2022-06-11
larsen press,4,7.0,57.5,80.465,2022-06-11
one arm lat pulldown,1,7.0,30.0,80.465,2022-06-11
one arm lat pulldown,2,9.0,25.0,80.465,2022-06-11
one arm lat pulldown,3,9.0,25.0,80.465,2022-06-11
inverted rows,1,14.0,0.0,80.465,2022-06-11
inverted rows,2,11.0,0.0,80.465,2022-06-11
inverted rows,3,10.0,0.0,80.465,2022-06-11
side lateral,1,16.0,5.0,80.465,2022-06-11
side lateral,2,15.0,5.0,80.465,2022-06-11
side lateral,3,14.0,5.0,80.465,2022-06-11
tricep extensions,1,14.0,0.0,80.465,2022-06-11
tricep extensions,2,12.0,0.0,80.465,2022-06-11
tricep extensions,3,11.0,0.0,80.465,2022-06-11
atg heel elevated squat,1,14.0,22.0,79.85,2022-06-13
atg heel elevated squat,2,12.0,22.0,79.85,2022-06-13
atg heel elevated squat,3,12.0,22.0,79.85,2022-06-13
hamstring curls,1,10.0,10.0,79.85,2022-06-13
hamstring curls,2,9.0,10.0,79.85,2022-06-13
hamstring curls,3,8.0,10.0,79.85,2022-06-13
squat (pin),1,7.0,80.0,79.85,2022-06-13
squat (pin),2,6.0,80.0,79.85,2022-06-13
squat (pin),3,6.0,80.0,79.85,2022-06-13
sumo dl,1,2.0,125.0,79.85,2022-06-13
sumo dl,2,5.0,115.0,79.85,2022-06-13
sumo dl,3,3.0,110.0,79.85,2022-06-13
sumo dl,4,10.0,90.0,79.85,2022-06-13
db curls,1,10.0,19.5,80.42,2022-06-15
db curls,2,10.0,17.0,80.42,2022-06-15
db curls,3,18.0,12.0,80.42,2022-06-15
inverted delt rows,1,13.0,0.0,80.42,2022-06-15
inverted delt rows,2,11.0,0.0,80.42,2022-06-15
inverted delt rows,3,11.0,0.0,80.42,2022-06-15
overhead press,1,5.0,45.0,80.42,2022-06-15
overhead press,2,6.0,40.0,80.42,2022-06-15
overhead press,3,5.0,40.0,80.42,2022-06-15
push ups,1,6.0,20.0,80.42,2022-06-15
push ups,2,5.0,20.0,80.42,2022-06-15
push ups,3,4.0,17.5,80.42,2022-06-15
push ups,4,5.0,15.0,80.42,2022-06-15
straight arm pulldown,1,8.0,10.0,80.42,2022-06-15
straight arm pulldown,2,16.0,5.0,80.42,2022-06-15
straight arm pulldown,3,14.0,5.0,80.42,2022-06-15
pull ups,1,6.0,12.5,80.42,2022-06-15
pull ups,2,6.0,10.0,80.42,2022-06-15
pull ups,3,6.0,10.0,80.42,2022-06-15
squats,1,6.0,90.0,81.87333333333333,2022-06-17
squats,2,5.0,90.0,81.87333333333333,2022-06-17
squats,3,5.0,90.0,81.87333333333333,2022-06-17
squats,4,6.0,85.0,81.87333333333333,2022-06-17
good mornings,1,12.0,65.0,81.87333333333333,2022-06-17
good mornings,2,14.0,65.0,81.87333333333333,2022-06-17
good mornings,3,13.0,65.0,81.87333333333333,2022-06-17
hamstring curls,1,11.0,10.0,81.87333333333333,2022-06-17
hamstring curls,2,10.0,10.0,81.87333333333333,2022-06-17
hamstring curls,3,9.0,10.0,81.87333333333333,2022-06-17
reverse nordics,1,8.0,0.0,81.87333333333333,2022-06-17
reverse nordics,2,7.0,0.0,81.87333333333333,2022-06-17
reverse nordics,3,7.0,0.0,81.87333333333333,2022-06-17
bench press,1,5.0,65.0,81.81333333333333,2022-06-19
bench press,2,6.0,60.0,81.81333333333333,2022-06-19
bench press,3,7.0,55.0,81.81333333333333,2022-06-19
bench press,4,7.0,55.0,81.81333333333333,2022-06-19
dips,1,10.0,0.0,81.81333333333333,2022-06-19
dips,2,8.0,0.0,81.81333333333333,2022-06-19
dips,3,7.0,0.0,81.81333333333333,2022-06-19
one arm lat pulldown,1,8.0,30.0,81.81333333333333,2022-06-19
one arm lat pulldown,2,11.0,25.0,81.81333333333333,2022-06-19
one arm lat pulldown,3,11.0,25.0,81.81333333333333,2022-06-19
inverted rows,1,15.0,0.0,81.81333333333333,2022-06-19
inverted rows,2,12.0,0.0,81.81333333333333,2022-06-19
inverted rows,3,11.0,0.0,81.81333333333333,2022-06-19
side lateral,1,14.0,5.0,81.81333333333333,2022-06-19
side lateral,2,12.0,5.0,81.81333333333333,2022-06-19
side lateral,3,10.0,5.0,81.81333333333333,2022-06-19
tricep extensions,1,14.0,0.0,81.81333333333333,2022-06-19
tricep extensions,2,11.0,0.0,81.81333333333333,2022-06-19
tricep extensions,3,10.0,0.0,81.81333333333333,2022-06-19
atg heel elevated squat,1,16.0,22.0,81.31,2022-06-22
atg heel elevated squat,2,14.0,22.0,81.31,2022-06-22
atg heel elevated squat,3,12.0,22.0,81.31,2022-06-22
hamstring curls,1,12.0,10.0,81.31,2022-06-22
hamstring curls,2,11.0,10.0,81.31,2022-06-22
hamstring curls,3,9.0,10.0,81.31,2022-06-22
squat (pin),1,6.0,85.0,81.31,2022-06-22
squat (pin),2,5.0,85.0,81.31,2022-06-22
squat (pin),3,6.0,80.0,81.31,2022-06-22
sumo dl,1,6.0,120.0,81.31,2022-06-22
sumo dl,2,5.0,120.0,81.31,2022-06-22
sumo dl,3,5.0,120.0,81.31,2022-06-22
sumo dl,4,6.0,115.0,81.31,2022-06-22
inverted delt rows,1,14.0,0.0,80.58,2022-06-24
inverted delt rows,2,11.0,0.0,80.58,2022-06-24
inverted delt rows,3,11.0,0.0,80.58,2022-06-24
overhead press,1,7.0,40.0,80.58,2022-06-24
overhead press,2,5.0,40.0,80.58,2022-06-24
overhead press,3,5.0,40.0,80.58,2022-06-24
push ups,1,7.0,20.0,80.58,2022-06-24
push ups,2,5.0,20.0,80.58,2022-06-24
push ups,3,6.0,15.0,80.58,2022-06-24
push ups,4,5.0,15.0,80.58,2022-06-24
straight arm pulldown,1,8.0,10.0,80.58,2022-06-24
straight arm pulldown,2,7.0,10.0,80.58,2022-06-24
straight arm pulldown,3,14.0,5.0,80.58,2022-06-24
pull ups,1,7.0,12.5,80.58,2022-06-24
pull ups,2,6.0,12.5,80.58,2022-06-24
pull ups,3,7.0,10.0,80.58,2022-06-24
squats,1,5.0,95.0,81.65666666666668,2022-06-27
squats,2,5.0,90.0,81.65666666666668,2022-06-27
squats,3,5.0,90.0,81.65666666666668,2022-06-27
squats,4,6.0,85.0,81.65666666666668,2022-06-27
good mornings,1,16.0,65.0,81.65666666666668,2022-06-27
good mornings,2,14.0,65.0,81.65666666666668,2022-06-27
good mornings,3,14.0,65.0,81.65666666666668,2022-06-27
hamstring curls,1,13.0,10.0,81.65666666666668,2022-06-27
hamstring curls,2,11.0,10.0,81.65666666666668,2022-06-27
hamstring curls,3,11.0,10.0,81.65666666666668,2022-06-27
reverse nordics,1,11.0,0.0,81.65666666666668,2022-06-27
reverse nordics,2,9.0,0.0,81.65666666666668,2022-06-27
reverse nordics,3,8.0,0.0,81.65666666666668,2022-06-27
dips,1,10.0,0.0,81.35499999999999,2022-06-29
dips,2,8.0,0.0,81.35499999999999,2022-06-29
dips,3,7.0,0.0,81.35499999999999,2022-06-29
one arm lat pulldown,1,8.0,30.0,81.35499999999999,2022-06-29
one arm lat pulldown,2,12.0,25.0,81.35499999999999,2022-06-29
one arm lat pulldown,3,11.0,25.0,81.35499999999999,2022-06-29
push ups,1,5.0,22.5,81.35499999999999,2022-06-29
push ups,2,6.0,20.0,81.35499999999999,2022-06-29
push ups,3,5.0,20.0,81.35499999999999,2022-06-29
push ups,4,5.0,17.5,81.35499999999999,2022-06-29
inverted rows,1,15.0,0.0,81.35499999999999,2022-06-29
inverted rows,2,13.0,0.0,81.35499999999999,2022-06-29
inverted rows,3,12.0,0.0,81.35499999999999,2022-06-29
side lateral,1,14.0,5.0,81.35499999999999,2022-06-29
side lateral,2,12.0,5.0,81.35499999999999,2022-06-29
side lateral,3,11.0,0.0,81.35499999999999,2022-06-29
tricep extensions,1,15.0,0.0,81.35499999999999,2022-06-29
tricep extensions,2,14.0,0.0,81.35499999999999,2022-06-29
tricep extensions,3,11.0,0.0,81.35499999999999,2022-06-29
atg heel elevated squat,1,10.0,30.0,81.63,2022-07-01
atg heel elevated squat,2,10.0,30.0,81.63,2022-07-01
atg heel elevated squat,3,10.0,30.0,81.63,2022-07-01
hamstring curls,1,6.0,15.0,81.63,2022-07-01
hamstring curls,2,10.0,10.0,81.63,2022-07-01
hamstring curls,3,10.0,10.0,81.63,2022-07-01
squat (pin),1,6.0,85.0,81.63,2022-07-01
squat (pin),2,6.0,85.0,81.63,2022-07-01
squat (pin),3,5.0,85.0,81.63,2022-07-01
sumo dl,1,5.0,125.0,81.63,2022-07-01
sumo dl,2,5.0,120.0,81.63,2022-07-01
sumo dl,3,2.0,120.0,81.63,2022-07-01
sumo dl,4,8.0,110.0,81.63,2022-07-01
db curls,1,7.0,17.0,81.60666666666667,2022-07-03
db curls,2,6.0,17.0,81.60666666666667,2022-07-03
db curls,3,9.0,14.5,81.60666666666667,2022-07-03
inverted delt rows,1,16.0,0.0,81.60666666666667,2022-07-03
inverted delt rows,2,13.0,0.0,81.60666666666667,2022-07-03
inverted delt rows,3,12.0,0.0,81.60666666666667,2022-07-03
overhead press,1,5.0,42.5,81.60666666666667,2022-07-03
overhead press,2,6.0,40.0,81.60666666666667,2022-07-03
overhead press,3,5.0,40.0,81.60666666666667,2022-07-03
push ups,1,5.0,22.5,81.60666666666667,2022-07-03
push ups,2,5.0,20.0,81.60666666666667,2022-07-03
push ups,3,5.0,20.0,81.60666666666667,2022-07-03
push ups,4,6.0,17.5,81.60666666666667,2022-07-03
straight arm pulldown,1,9.0,10.0,81.60666666666667,2022-07-03
straight arm pulldown,2,8.0,10.0,81.60666666666667,2022-07-03
straight arm pulldown,3,16.0,5.0,81.60666666666667,2022-07-03
pull ups,1,6.0,15.0,81.60666666666667,2022-07-03
pull ups,2,5.0,15.0,81.60666666666667,2022-07-03
pull ups,3,6.0,12.5,81.60666666666667,2022-07-03
squats,1,5.0,90.0,81.945,2022-07-08
squats,2,5.0,90.0,81.945,2022-07-08
squats,3,5.0,90.0,81.945,2022-07-08
squats,4,5.0,90.0,81.945,2022-07-08
hyperextensions,1,16.0,44.0,81.945,2022-07-08
hyperextensions,2,14.0,44.0,81.945,2022-07-08
hyperextensions,3,10.0,44.0,81.945,2022-07-08
hamstring curls,1,10.0,10.0,81.945,2022-07-08
hamstring curls,2,8.0,10.0,81.945,2022-07-08
hamstring curls,3,7.0,10.0,81.945,2022-07-08
reverse nordics,1,10.0,0.0,81.945,2022-07-08
reverse nordics,2,10.0,0.0,81.945,2022-07-08
reverse nordics,3,10.0,0.0,81.945,2022-07-08
dips,1,11.0,0.0,80.9,2022-07-10
dips,2,6.0,0.0,80.9,2022-07-10
dips,3,5.0,0.0,80.9,2022-07-10
one arm lat pulldown,1,9.0,30.0,80.9,2022-07-10
one arm lat pulldown,2,9.0,30.0,80.9,2022-07-10
one arm lat pulldown,3,8.0,30.0,80.9,2022-07-10
push ups,1,6.0,22.5,80.9,2022-07-10
push ups,2,5.0,22.5,80.9,2022-07-10
push ups,3,5.0,20.0,80.9,2022-07-10
push ups,4,5.0,17.5,80.9,2022-07-10
side lateral,1,12.0,5.0,80.9,2022-07-10
side lateral,2,10.0,5.0,80.9,2022-07-10
side lateral,3,8.0,5.0,80.9,2022-07-10
tricep extensions,1,10.0,0.0,80.9,2022-07-10
tricep extensions,2,9.0,0.0,80.9,2022-07-10
tricep extensions,3,7.0,0.0,80.9,2022-07-10
inverted rows,1,14.0,0.0,80.9,2022-07-10
inverted rows,2,10.0,0.0,80.9,2022-07-10
inverted rows,3,9.0,0.0,80.9,2022-07-10
atg split squats,1,17.0,0.0,81.86,2022-07-12
atg split squats,2,20.0,0.0,81.86,2022-07-12
atg split squats,3,18.0,0.0,81.86,2022-07-12
hamstring curls,1,6.0,15.0,81.86,2022-07-12
hamstring curls,2,9.0,10.0,81.86,2022-07-12
hamstring curls,3,9.0,10.0,81.86,2022-07-12
squat (pause),1,6.0,70.0,81.86,2022-07-12
squat (pause),2,6.0,70.0,81.86,2022-07-12
squat (pause),3,6.0,70.0,81.86,2022-07-12
sumo dl,1,5.0,125.0,81.86,2022-07-12
sumo dl,2,5.0,125.0,81.86,2022-07-12
sumo dl,3,6.0,120.0,81.86,2022-07-12
sumo dl,4,5.0,120.0,81.86,2022-07-12
db curls,1,8.0,17.0,82.09,2022-07-14
db curls,2,7.0,17.0,82.09,2022-07-14
db curls,3,9.0,14.5,82.09,2022-07-14
inverted delt rows,1,14.0,0.0,82.09,2022-07-14
inverted delt rows,2,13.0,0.0,82.09,2022-07-14
inverted delt rows,3,13.0,0.0,82.09,2022-07-14
overhead press,1,5.0,42.5,82.09,2022-07-14
overhead press,2,5.0,42.5,82.09,2022-07-14
overhead press,3,6.0,40.0,82.09,2022-07-14
ring push ups,1,7.0,0.0,82.09,2022-07-14
ring push ups,2,5.0,0.0,82.09,2022-07-14
ring push ups,3,4.0,0.0,82.09,2022-07-14
ring push ups,4,4.0,0.0,82.09,2022-07-14
straight arm pulldown,1,9.0,10.0,82.09,2022-07-14
straight arm pulldown,2,8.0,10.0,82.09,2022-07-14
straight arm pulldown,3,16.0,5.0,82.09,2022-07-14
pull ups,1,6.0,15.0,82.09,2022-07-14
pull ups,2,5.0,15.0,82.09,2022-07-14
pull ups,3,6.0,12.5,82.09,2022-07-14
squats,1,5.0,95.0,81.23,2022-07-16
squats,2,5.0,90.0,81.23,2022-07-16
squats,3,5.0,90.0,81.23,2022-07-16
squats,4,5.0,90.0,81.23,2022-07-16
hyperextensions,1,16.0,44.0,81.23,2022-07-16
hyperextensions,2,14.0,44.0,81.23,2022-07-16
hyperextensions,3,11.0,44.0,81.23,2022-07-16
hamstring curls,1,11.0,10.0,81.23,2022-07-16
hamstring curls,2,9.0,10.0,81.23,2022-07-16
hamstring curls,3,8.0,10.0,81.23,2022-07-16
reverse nordics,1,9.0,0.0,81.23,2022-07-16
reverse nordics,2,9.0,0.0,81.23,2022-07-16
reverse nordics,3,8.0,0.0,81.23,2022-07-16
dips,1,11.0,0.0,80.05,2022-07-18
dips,2,6.0,0.0,80.05,2022-07-18
dips,3,6.0,0.0,80.05,2022-07-18
one arm lat pulldown,1,10.0,30.0,80.05,2022-07-18
one arm lat pulldown,2,9.0,30.0,80.05,2022-07-18
one arm lat pulldown,3,9.0,30.0,80.05,2022-07-18
push ups,1,6.0,22.5,80.05,2022-07-18
push ups,2,5.0,22.5,80.05,2022-07-18
push ups,3,6.0,20.0,80.05,2022-07-18
push ups,4,5.0,20.0,80.05,2022-07-18
side lateral,1,13.0,5.0,80.05,2022-07-18
side lateral,2,12.0,5.0,80.05,2022-07-18
side lateral,3,10.0,5.0,80.05,2022-07-18
tricep extensions,1,12.0,0.0,80.05,2022-07-18
tricep extensions,2,9.0,0.0,80.05,2022-07-18
tricep extensions,3,7.0,0.0,80.05,2022-07-18
inverted rows,1,14.0,0.0,80.05,2022-07-18
inverted rows,2,11.0,0.0,80.05,2022-07-18
inverted rows,3,9.0,0.0,80.05,2022-07-18
atg split squats,1,24.0,0.0,81.4,2022-07-20
atg split squats,2,20.0,0.0,81.4,2022-07-20
atg split squats,3,18.0,0.0,81.4,2022-07-20
hamstring curls,1,12.0,10.0,81.4,2022-07-20
hamstring curls,2,11.0,10.0,81.4,2022-07-20
hamstring curls,3,10.0,10.0,81.4,2022-07-20
squat (pause),1,5.0,80.0,81.4,2022-07-20
squat (pause),2,5.0,80.0,81.4,2022-07-20
squat (pause),3,5.0,80.0,81.4,2022-07-20
sumo dl,1,5.0,127.5,81.4,2022-07-20
sumo dl,2,5.0,125.0,81.4,2022-07-20
sumo dl,3,6.0,120.0,81.4,2022-07-20
sumo dl,4,6.0,120.0,81.4,2022-07-20
db curls,1,8.0,17.0,80.86,2022-07-23
db curls,2,7.0,17.0,80.86,2022-07-23
db curls,3,9.0,14.5,80.86,2022-07-23
inverted delt rows,1,14.0,0.0,80.86,2022-07-23
inverted delt rows,2,12.0,0.0,80.86,2022-07-23
inverted delt rows,3,12.0,0.0,80.86,2022-07-23
overhead press,1,6.0,42.5,80.86,2022-07-23
overhead press,2,5.0,42.5,80.86,2022-07-23
overhead press,3,6.0,40.0,80.86,2022-07-23
ring push ups,1,8.0,0.0,80.86,2022-07-23
ring push ups,2,5.0,0.0,80.86,2022-07-23
ring push ups,3,5.0,0.0,80.86,2022-07-23
ring push ups,4,4.0,0.0,80.86,2022-07-23
straight arm pulldown,1,10.0,10.0,80.86,2022-07-23
straight arm pulldown,2,8.0,10.0,80.86,2022-07-23
straight arm pulldown,3,16.0,5.0,80.86,2022-07-23
pull ups,1,6.0,15.0,80.86,2022-07-23
pull ups,2,5.0,15.0,80.86,2022-07-23
pull ups,3,5.0,15.0,80.86,2022-07-23
squats,1,5.0,95.0,80.33,2022-07-26
squats,2,6.0,90.0,80.33,2022-07-26
squats,3,5.0,90.0,80.33,2022-07-26
squats,4,5.0,90.0,80.33,2022-07-26
hyperextensions,1,16.0,44.0,80.33,2022-07-26
hyperextensions,2,13.0,44.0,80.33,2022-07-26
hyperextensions,3,10.0,44.0,80.33,2022-07-26
hamstring curls,1,11.0,10.0,80.33,2022-07-26
hamstring curls,2,10.0,10.0,80.33,2022-07-26
reverse nordics,2,12.0,0.0,80.33,2022-07-26
dips,1,11.0,0.0,81.77,2022-07-28
dips,2,7.0,0.0,81.77,2022-07-28
dips,3,6.0,0.0,81.77,2022-07-28
one arm lat pulldown,1,10.0,30.0,81.77,2022-07-28
one arm lat pulldown,2,9.0,30.0,81.77,2022-07-28
one arm lat pulldown,3,9.0,30.0,81.77,2022-07-28
push ups,1,6.0,22.5,81.77,2022-07-28
push ups,2,5.0,22.5,81.77,2022-07-28
push ups,3,5.0,20.0,81.77,2022-07-28
push ups,4,5.0,20.0,81.77,2022-07-28
side lateral,1,12.0,5.0,81.77,2022-07-28
side lateral,2,12.0,5.0,81.77,2022-07-28
side lateral,3,11.0,5.0,81.77,2022-07-28
tricep extensions,1,10.0,0.0,81.77,2022-07-28
tricep extensions,2,10.0,0.0,81.77,2022-07-28
tricep extensions,3,9.0,0.0,81.77,2022-07-28
inverted rows,1,15.0,0.0,81.77,2022-07-28
inverted rows,2,11.0,0.0,81.77,2022-07-28
inverted rows,3,9.0,0.0,81.77,2022-07-28
atg heel elevated squat,1,8.0,44.0,81.96,2022-07-31
atg heel elevated squat,2,8.0,44.0,81.96,2022-07-31
atg heel elevated squat,3,8.0,44.0,81.96,2022-07-31
hamstring curls,1,13.0,10.0,81.96,2022-07-31
hamstring curls,2,11.0,10.0,81.96,2022-07-31
hamstring curls,3,10.0,10.0,81.96,2022-07-31
squat (pause),1,5.0,80.0,81.96,2022-07-31
squat (pause),2,5.0,80.0,81.96,2022-07-31
squat (pause),3,5.0,80.0,81.96,2022-07-31
sumo dl,1,5.0,127.5,81.96,2022-07-31
sumo dl,2,5.0,125.0,81.96,2022-07-31
sumo dl,3,6.0,120.0,81.96,2022-07-31
sumo dl,4,5.0,120.0,81.96,2022-07-31
db curls,1,8.0,17.0,81.98,2022-08-02
db curls,2,7.0,17.0,81.98,2022-08-02
db curls,3,9.0,14.5,81.98,2022-08-02
inverted delt rows,1,15.0,0.0,81.98,2022-08-02
inverted delt rows,2,12.0,0.0,81.98,2022-08-02
inverted delt rows,3,12.0,0.0,81.98,2022-08-02
overhead press,1,5.0,45.0,81.98,2022-08-02
overhead press,2,5.0,42.5,81.98,2022-08-02
overhead press,3,6.0,40.0,81.98,2022-08-02
ring push ups,1,8.0,0.0,81.98,2022-08-02
ring push ups,2,5.0,0.0,81.98,2022-08-02
ring push ups,3,5.0,0.0,81.98,2022-08-02
ring push ups,4,5.0,0.0,81.98,2022-08-02
straight arm pulldown,1,10.0,10.0,81.98,2022-08-02
straight arm pulldown,2,9.0,10.0,81.98,2022-08-02
straight arm pulldown,3,8.0,10.0,81.98,2022-08-02
pull ups,1,6.0,15.0,81.98,2022-08-02
pull ups,2,5.0,15.0,81.98,2022-08-02
pull ups,3,5.0,15.0,81.98,2022-08-02
squats,1,5.0,95.0,81.63,2022-08-04
squats,2,5.0,95.0,81.63,2022-08-04
squats,3,5.0,90.0,81.63,2022-08-04
squats,4,5.0,90.0,81.63,2022-08-04
hyperextensions,1,15.0,44.0,81.63,2022-08-04
hyperextensions,2,13.0,44.0,81.63,2022-08-04
hyperextensions,3,12.0,44.0,81.63,2022-08-04
hamstring curls,1,12.0,10.0,81.63,2022-08-04
hamstring curls,2,10.0,10.0,81.63,2022-08-04
hamstring curls,3,9.0,10.0,81.63,2022-08-04
reverse nordics,1,13.0,0.0,81.63,2022-08-04
reverse nordics,2,12.0,0.0,81.63,2022-08-04
reverse nordics,3,10.0,0.0,81.63,2022-08-04
dips,1,10.0,0.0,82.055,2022-08-06
dips,2,7.0,0.0,82.055,2022-08-06
dips,3,6.0,0.0,82.055,2022-08-06
one arm lat pulldown,1,10.0,30.0,82.055,2022-08-06
one arm lat pulldown,2,9.0,30.0,82.055,2022-08-06
one arm lat pulldown,3,9.0,30.0,82.055,2022-08-06
push ups,1,6.0,20.0,82.055,2022-08-06
push ups,2,5.0,20.0,82.055,2022-08-06
push ups,3,6.0,15.0,82.055,2022-08-06
push ups,4,6.0,15.0,82.055,2022-08-06
side lateral,1,14.0,5.0,82.055,2022-08-06
side lateral,2,12.0,5.0,82.055,2022-08-06
side lateral,3,12.0,5.0,82.055,2022-08-06
tricep extensions,1,11.0,0.0,82.055,2022-08-06
tricep extensions,2,10.0,0.0,82.055,2022-08-06
tricep extensions,3,10.0,0.0,82.055,2022-08-06
inverted rows,1,14.0,0.0,82.055,2022-08-06
inverted rows,2,9.0,0.0,82.055,2022-08-06
inverted rows,3,9.0,0.0,82.055,2022-08-06
squat (pause),1,5.0,80.0,82.045,2022-08-08
squat (pause),2,5.0,80.0,82.045,2022-08-08
squat (pause),3,5.0,80.0,82.045,2022-08-08
sumo dl,1,6.0,115.0,82.045,2022-08-08
sumo dl,2,5.0,115.0,82.045,2022-08-08
sumo dl,3,6.0,100.0,82.045,2022-08-08
sumo dl,4,6.0,100.0,82.045,2022-08-08
db curls,1,8.0,17.0,82.05000000000001,2022-08-10
db curls,2,7.0,17.0,82.05000000000001,2022-08-10
db curls,3,9.0,14.5,82.05000000000001,2022-08-10
inverted delt rows,1,15.0,0.0,82.05000000000001,2022-08-10
inverted delt rows,2,13.0,0.0,82.05000000000001,2022-08-10
inverted delt rows,3,13.0,0.0,82.05000000000001,2022-08-10
