exercise,set #,reps,weight,bodyweight,date
overhead press,1,5.0,45.0,82.05000000000001,2022-08-10
overhead press,2,5.0,42.5,82.05000000000001,2022-08-10
overhead press,3,6.0,40.0,82.05000000000001,2022-08-10
ring push ups,1,8.0,0.0,82.05000000000001,2022-08-10
ring push ups,2,6.0,0.0,82.05000000000001,2022-08-10
ring push ups,3,5.0,0.0,82.05000000000001,2022-08-10
ring push ups,4,5.0,0.0,82.05000000000001,2022-08-10
straight arm pulldown,1,10.0,10.0,82.05000000000001,2022-08-10
straight arm pulldown,2,10.0,10.0,82.05000000000001,2022-08-10
straight arm pulldown,3,9.0,10.0,82.05000000000001,2022-08-10
pull ups,1,6.0,15.0,82.05000000000001,2022-08-10
pull ups,2,6.0,15.0,82.05000000000001,2022-08-10
pull ups,3,5.0,15.0,82.05000000000001,2022-08-10
squats,1,5.0,95.0,81.48,2022-08-12
squats,2,5.0,95.0,81.48,2022-08-12
squats,3,6.0,90.0,81.48,2022-08-12
squats,4,5.0,90.0,81.48,2022-08-12
hamstring curls,1,13.0,10.0,81.48,2022-08-12
hamstring curls,2,13.0,10.0,81.48,2022-08-12
hamstring curls,3,10.0,10.0,81.48,2022-08-12
leg extensions,1,15.0,25.0,81.48,2022-08-12
leg extensions,2,14.0,25.0,81.48,2022-08-12
leg extensions,3,13.0,25.0,81.48,2022-08-12
romanian deadlifts,1,12.0,100.0,81.48,2022-08-12
romanian deadlifts,2,11.0,100.0,81.48,2022-08-12
romanian deadlifts,3,12.0,90.0,81.48,2022-08-12
push ups,1,14.0,0.0,81.61,2022-08-15
push ups,2,12.0,0.0,81.61,2022-08-15
push ups,3,10.0,0.0,81.61,2022-08-15
push ups,4,9.0,0.0,81.61,2022-08-15
inverted rows,1,15.0,0.0,81.61,2022-08-15
inverted rows,2,11.0,0.0,81.61,2022-08-15
inverted rows,3,9.0,0.0,81.61,2022-08-15
atg heel elevated squat,1,10.0,44.0,80.81,2022-08-19
atg heel elevated squat,2,9.0,44.0,80.81,2022-08-19
atg heel elevated squat,3,8.0,44.0,80.81,2022-08-19
hamstring curls,1,15.0,10.0,80.81,2022-08-19
hamstring curls,2,8.0,15.0,80.81,2022-08-19
hamstring curls,3,7.0,15.0,80.81,2022-08-19
squat (pause),1,5.0,80.0,80.81,2022-08-19
squat (pause),2,5.0,80.0,80.81,2022-08-19
squat (pause),3,5.0,75.0,80.81,2022-08-19
sumo dl,1,4.0,120.0,80.81,2022-08-19
sumo dl,2,5.0,110.0,80.81,2022-08-19
sumo dl,3,5.0,110.0,80.81,2022-08-19
sumo dl,4,5.0,105.0,80.81,2022-08-19
db curls,1,8.0,14.5,81.825,2022-08-21
db curls,2,7.0,14.5,81.825,2022-08-21
db curls,3,6.0,14.5,81.825,2022-08-21
inverted delt rows,1,18.0,0.0,81.825,2022-08-21
inverted delt rows,2,14.0,0.0,81.825,2022-08-21
inverted delt rows,3,12.0,0.0,81.825,2022-08-21
overhead press,1,2.0,45.0,81.825,2022-08-21
overhead press,2,7.0,40.0,81.825,2022-08-21
overhead press,3,6.0,40.0,81.825,2022-08-21
ring push ups,1,9.0,0.0,81.825,2022-08-21
ring push ups,2,7.0,0.0,81.825,2022-08-21
ring push ups,3,4.5,0.0,81.825,2022-08-21
ring push ups,4,4.0,0.0,81.825,2022-08-21
straight arm pulldown,1,10.0,10.0,81.825,2022-08-21
straight arm pulldown,2,9.0,10.0,81.825,2022-08-21
straight arm pulldown,3,9.0,10.0,81.825,2022-08-21
pull ups,1,6.0,15.0,81.825,2022-08-21
pull ups,2,6.0,15.0,81.825,2022-08-21
pull ups,3,5.0,15.0,81.825,2022-08-21
squats,1,5.0,95.0,80.99,2022-08-23
squats,2,5.0,85.0,80.99,2022-08-23
squats,3,5.0,85.0,80.99,2022-08-23
squats,4,5.0,80.0,80.99,2022-08-23
hamstring curls,1,9.0,15.0,80.99,2022-08-23
hamstring curls,2,8.0,15.0,80.99,2022-08-23
hamstring curls,3,7.0,15.0,80.99,2022-08-23
leg extensions,1,14.0,30.0,80.99,2022-08-23
leg extensions,2,12.0,30.0,80.99,2022-08-23
leg extensions,3,11.0,30.0,80.99,2022-08-23
romanian deadlifts,1,12.0,100.0,80.99,2022-08-23
romanian deadlifts,2,14.0,90.0,80.99,2022-08-23
romanian deadlifts,3,11.0,90.0,80.99,2022-08-23
dips,1,10.0,0.0,81.88999999999999,2022-08-25
dips,2,7.0,0.0,81.88999999999999,2022-08-25
dips,3,5.0,0.0,81.88999999999999,2022-08-25
one arm lat pulldown,1,10.0,30.0,81.88999999999999,2022-08-25
one arm lat pulldown,2,9.0,30.0,81.88999999999999,2022-08-25
one arm lat pulldown,3,9.0,30.0,81.88999999999999,2022-08-25
push ups,1,7.0,20.0,81.88999999999999,2022-08-25
push ups,2,6.0,20.0,81.88999999999999,2022-08-25
push ups,3,5.0,20.0,81.88999999999999,2022-08-25
push ups,4,5.0,20.0,81.88999999999999,2022-08-25
side lateral,1,13.0,5.0,81.88999999999999,2022-08-25
side lateral,2,12.0,5.0,81.88999999999999,2022-08-25
side lateral,3,11.0,5.0,81.88999999999999,2022-08-25
inverted rows,1,10.0,10.0,81.88999999999999,2022-08-25
inverted rows,2,8.0,10.0,81.88999999999999,2022-08-25
inverted rows,3,9.0,0.0,81.88999999999999,2022-08-25
squat (pause),1,5.0,75.0,81.45666666666666,2022-08-28
squat (pause),2,5.0,75.0,81.45666666666666,2022-08-28
squat (pause),3,5.0,75.0,81.45666666666666,2022-08-28
sumo dl,1,3.0,115.0,81.45666666666666,2022-08-28
sumo dl,2,5.0,110.0,81.45666666666666,2022-08-28
sumo dl,3,7.0,100.0,81.45666666666666,2022-08-28
sumo dl,4,6.0,100.0,81.45666666666666,2022-08-28
db curls,1,9.0,14.5,81.9,2022-08-30
db curls,2,8.0,14.5,81.9,2022-08-30
db curls,3,7.0,14.5,81.9,2022-08-30
inverted delt rows,1,12.0,5.0,81.9,2022-08-30
inverted delt rows,2,12.0,5.0,81.9,2022-08-30
inverted delt rows,3,13.0,0.0,81.9,2022-08-30
overhead press,1,5.0,42.5,81.9,2022-08-30
overhead press,2,5.0,42.5,81.9,2022-08-30
overhead press,3,5.0,40.0,81.9,2022-08-30
ring push ups,1,9.0,0.0,81.9,2022-08-30
ring push ups,2,6.0,0.0,81.9,2022-08-30
ring push ups,3,5.0,0.0,81.9,2022-08-30
ring push ups,4,4.0,0.0,81.9,2022-08-30
straight arm pulldown,1,11.0,10.0,81.9,2022-08-30
straight arm pulldown,2,10.0,10.0,81.9,2022-08-30
straight arm pulldown,3,9.0,10.0,81.9,2022-08-30
pull ups,1,6.0,15.0,81.9,2022-08-30
pull ups,2,6.0,15.0,81.9,2022-08-30
pull ups,3,5.0,15.0,81.9,2022-08-30
squats,1,5.0,90.0,80.91,2022-09-02
squats,2,5.0,85.0,80.91,2022-09-02
squats,3,5.0,85.0,80.91,2022-09-02
squats,4,5.0,80.0,80.91,2022-09-02
hamstring curls,1,9.0,15.0,80.91,2022-09-02
hamstring curls,2,8.0,15.0,80.91,2022-09-02
hamstring curls,3,7.0,15.0,80.91,2022-09-02
leg extensions,1,10.0,35.0,80.91,2022-09-02
leg extensions,2,12.0,30.0,80.91,2022-09-02
leg extensions,3,11.0,30.0,80.91,2022-09-02
romanian deadlifts,1,12.0,90.0,80.91,2022-09-02
romanian deadlifts,2,12.0,90.0,80.91,2022-09-02
romanian deadlifts,3,10.0,90.0,80.91,2022-09-02
dips,1,9.0,0.0,82.02000000000001,2022-09-04
dips,2,6.0,0.0,82.02000000000001,2022-09-04
dips,3,5.0,0.0,82.02000000000001,2022-09-04
one arm lat pulldown,1,11.0,30.0,82.02000000000001,2022-09-04
one arm lat pulldown,2,9.0,30.0,82.02000000000001,2022-09-04
one arm lat pulldown,3,8.0,30.0,82.02000000000001,2022-09-04
push ups,1,5.0,22.5,82.02000000000001,2022-09-04
push ups,2,5.0,20.0,82.02000000000001,2022-09-04
push ups,3,4.0,20.0,82.02000000000001,2022-09-04
push ups,4,7.0,10.0,82.02000000000001,2022-09-04
side lateral,1,12.0,5.0,82.02000000000001,2022-09-04
side lateral,2,11.0,5.0,82.02000000000001,2022-09-04
side lateral,3,10.0,5.0,82.02000000000001,2022-09-04
tricep extensions,1,10.0,0.0,82.02000000000001,2022-09-04
tricep extensions,2,10.0,0.0,82.02000000000001,2022-09-04
tricep extensions,3,10.0,0.0,82.02000000000001,2022-09-04
inverted rows,1,10.0,10.0,82.02000000000001,2022-09-04
inverted rows,2,8.0,10.0,82.02000000000001,2022-09-04
inverted rows,3,9.0,0.0,82.02000000000001,2022-09-04
squat (pause),1,5.0,75.0,,2022-09-06
squat (pause),2,5.0,75.0,,2022-09-06
squat (pause),3,5.0,75.0,,2022-09-06
sumo dl,1,1.0,120.0,,2022-09-06
sumo dl,2,6.0,105.0,,2022-09-06
sumo dl,3,5.0,105.0,,2022-09-06
sumo dl,4,5.0,105.0,,2022-09-06
chin ups,1,5.0,10.0,81.09,2022-09-08
chin ups,2,6.0,7.5,81.09,2022-09-08
chin ups,3,5.0,7.5,81.09,2022-09-08
db curls,1,10.0,14.5,81.09,2022-09-08
db curls,2,7.0,14.5,81.09,2022-09-08
db curls,3,7.0,14.5,81.09,2022-09-08
inverted delt rows,1,13.0,5.0,81.09,2022-09-08
inverted delt rows,2,11.0,5.0,81.09,2022-09-08
inverted delt rows,3,13.0,0.0,81.09,2022-09-08
overhead press,1,6.0,42.5,81.09,2022-09-08
overhead press,2,5.0,42.5,81.09,2022-09-08
overhead press,3,6.0,40.0,81.09,2022-09-08
ring push ups,1,8.0,0.0,81.09,2022-09-08
ring push ups,2,7.0,0.0,81.09,2022-09-08
ring push ups,3,6.0,0.0,81.09,2022-09-08
ring push ups,4,5.0,0.0,81.09,2022-09-08
straight arm pulldown,1,11.0,10.0,81.09,2022-09-08
straight arm pulldown,2,10.0,10.0,81.09,2022-09-08
straight arm pulldown,3,9.0,10.0,81.09,2022-09-08
squats,1,5.0,90.0,82.365,2022-09-11
squats,2,5.0,85.0,82.365,2022-09-11
squats,3,5.0,85.0,82.365,2022-09-11
squats,4,6.0,80.0,82.365,2022-09-11
hyperextensions,1,16.0,44.0,82.365,2022-09-11
hyperextensions,2,12.0,44.0,82.365,2022-09-11
hyperextensions,3,10.0,44.0,82.365,2022-09-11
hamstring curls,1,10.0,15.0,82.365,2022-09-11
hamstring curls,2,7.0,15.0,82.365,2022-09-11
hamstring curls,3,7.0,15.0,82.365,2022-09-11
leg extensions,1,12.0,35.0,82.365,2022-09-11
leg extensions,2,11.0,35.0,82.365,2022-09-11
leg extensions,3,10.0,35.0,82.365,2022-09-11
dips,1,10.0,0.0,81.48,2022-09-13
dips,2,7.0,0.0,81.48,2022-09-13
dips,3,6.0,0.0,81.48,2022-09-13
one arm lat pulldown,1,7.0,35.0,81.48,2022-09-13
one arm lat pulldown,2,10.0,30.0,81.48,2022-09-13
one arm lat pulldown,3,9.0,30.0,81.48,2022-09-13
push ups,1,6.0,22.5,81.48,2022-09-13
push ups,2,5.0,22.5,81.48,2022-09-13
push ups,3,4.0,20.0,81.48,2022-09-13
push ups,4,6.0,15.0,81.48,2022-09-13
side lateral,1,13.0,5.0,81.48,2022-09-13
side lateral,2,12.0,5.0,81.48,2022-09-13
side lateral,3,12.0,5.0,81.48,2022-09-13
tricep extensions,1,11.0,0.0,81.48,2022-09-13
tricep extensions,2,10.0,0.0,81.48,2022-09-13
tricep extensions,3,9.0,0.0,81.48,2022-09-13
inverted rows,1,13.0,10.0,81.48,2022-09-13
inverted rows,2,8.0,10.0,81.48,2022-09-13
inverted rows,3,8.0,0.0,81.48,2022-09-13
atg heel elevated squat,1,9.0,44.0,81.37,2022-09-15
atg heel elevated squat,2,9.0,44.0,81.37,2022-09-15
atg heel elevated squat,3,8.0,44.0,81.37,2022-09-15
hyperextensions,1,22.0,0.0,81.37,2022-09-15
hyperextensions,2,20.0,0.0,81.37,2022-09-15
hyperextensions,3,20.0,0.0,81.37,2022-09-15
squat (pause),1,5.0,80.0,81.37,2022-09-15
squat (pause),2,5.0,75.0,81.37,2022-09-15
squat (pause),3,5.0,75.0,81.37,2022-09-15
sumo dl,1,3.0,120.0,81.37,2022-09-15
sumo dl,2,5.0,110.0,81.37,2022-09-15
sumo dl,3,5.0,110.0,81.37,2022-09-15
sumo dl,4,6.0,105.0,81.37,2022-09-15
chin ups,1,6.0,10.0,82.23,2022-09-18
chin ups,2,5.0,10.0,82.23,2022-09-18
chin ups,3,6.0,7.5,82.23,2022-09-18
db curls,1,10.0,14.5,82.23,2022-09-18
db curls,2,8.0,14.5,82.23,2022-09-18
db curls,3,7.0,14.5,82.23,2022-09-18
inverted delt rows,1,13.0,10.0,82.23,2022-09-18
inverted delt rows,2,9.0,10.0,82.23,2022-09-18
inverted delt rows,3,9.0,0.0,82.23,2022-09-18
overhead press,1,6.0,42.5,82.23,2022-09-18
overhead press,2,4.0,42.5,82.23,2022-09-18
overhead press,3,5.0,40.0,82.23,2022-09-18
ring push ups,1,9.0,0.0,82.23,2022-09-18
ring push ups,2,6.0,0.0,82.23,2022-09-18
ring push ups,3,5.0,0.0,82.23,2022-09-18
ring push ups,4,4.0,0.0,82.23,2022-09-18
straight arm pulldown,1,11.0,10.0,82.23,2022-09-18
straight arm pulldown,2,10.0,10.0,82.23,2022-09-18
straight arm pulldown,3,7.0,10.0,82.23,2022-09-18
squats,1,5.0,85.0,81.7,2022-09-20
squats,2,5.0,85.0,81.7,2022-09-20
squats,3,5.0,80.0,81.7,2022-09-20
squats,4,5.0,80.0,81.7,2022-09-20
hyperextensions,1,15.0,44.0,81.7,2022-09-20
hyperextensions,2,13.0,44.0,81.7,2022-09-20
hyperextensions,3,10.0,44.0,81.7,2022-09-20
hamstring curls,1,11.0,15.0,81.7,2022-09-20
hamstring curls,2,7.0,15.0,81.7,2022-09-20
hamstring curls,3,7.0,15.0,81.7,2022-09-20
leg extensions,1,10.0,40.0,81.7,2022-09-20
leg extensions,2,11.0,35.0,81.7,2022-09-20
leg extensions,3,10.0,35.0,81.7,2022-09-20
dips,1,10.0,0.0,81.24,2022-09-23
dips,2,6.0,0.0,81.24,2022-09-23
dips,3,5.0,0.0,81.24,2022-09-23
one arm lat pulldown,1,7.0,35.0,81.24,2022-09-23
one arm lat pulldown,2,10.0,30.0,81.24,2022-09-23
one arm lat pulldown,3,9.0,30.0,81.24,2022-09-23
push ups,1,6.0,22.5,81.24,2022-09-23
push ups,2,5.0,22.5,81.24,2022-09-23
push ups,3,5.0,20.0,81.24,2022-09-23
push ups,4,5.0,20.0,81.24,2022-09-23
side lateral,1,13.0,5.0,81.24,2022-09-23
side lateral,2,13.0,5.0,81.24,2022-09-23
side lateral,3,12.0,5.0,81.24,2022-09-23
tricep extensions,1,11.0,0.0,81.24,2022-09-23
tricep extensions,2,9.0,0.0,81.24,2022-09-23
tricep extensions,3,9.0,0.0,81.24,2022-09-23
inverted rows,1,11.0,15.0,81.24,2022-09-23
inverted rows,2,8.0,10.0,81.24,2022-09-23
inverted rows,3,8.0,0.0,81.24,2022-09-23
db curls,1,10.0,14.5,81.10499999999999,2022-09-26
db curls,2,8.0,14.5,81.10499999999999,2022-09-26
db curls,3,8.0,14.5,81.10499999999999,2022-09-26
inverted delt rows,1,13.0,10.0,81.10499999999999,2022-09-26
inverted delt rows,2,10.0,10.0,81.10499999999999,2022-09-26
inverted delt rows,3,12.0,0.0,81.10499999999999,2022-09-26
hamstring curls,3,,0.0,81.10499999999999,2022-09-26
overhead press,1,6.0,42.5,81.10499999999999,2022-09-26
overhead press,2,5.0,42.5,81.10499999999999,2022-09-26
overhead press,3,5.0,40.0,81.10499999999999,2022-09-26
pull ups,1,7.0,10.0,81.10499999999999,2022-09-26
pull ups,2,6.0,10.0,81.10499999999999,2022-09-26
pull ups,3,5.0,10.0,81.10499999999999,2022-09-26
ring push ups,1,9.0,0.0,81.10499999999999,2022-09-26
ring push ups,2,7.0,0.0,81.10499999999999,2022-09-26
ring push ups,3,5.0,0.0,81.10499999999999,2022-09-26
ring push ups,4,5.0,0.0,81.10499999999999,2022-09-26
squat (pause),1,5.0,80.0,81.10499999999999,2022-09-26
squat (pause),2,5.0,75.0,81.10499999999999,2022-09-26
squat (pause),3,5.0,75.0,81.10499999999999,2022-09-26
straight arm pulldown,1,11.0,10.0,81.10499999999999,2022-09-26
straight arm pulldown,2,10.0,10.0,81.10499999999999,2022-09-26
straight arm pulldown,3,9.0,10.0,81.10499999999999,2022-09-26
sumo dl,1,4.0,120.0,81.10499999999999,2022-09-26
sumo dl,2,6.0,110.0,81.10499999999999,2022-09-26
sumo dl,3,5.0,110.0,81.10499999999999,2022-09-26
sumo dl,4,6.0,105.0,81.10499999999999,2022-09-26
squats,1,5.0,90.0,80.65,2022-09-30
squats,2,5.0,85.0,80.65,2022-09-30
squats,3,5.0,85.0,80.65,2022-09-30
squats,4,5.0,80.0,80.65,2022-09-30
hyperextensions,1,16.0,44.0,80.65,2022-09-30
hyperextensions,2,13.0,44.0,80.65,2022-09-30
hyperextensions,3,10.0,44.0,80.65,2022-09-30
dips,1,11.0,0.0,81.32,2022-10-04
dips,2,7.0,0.0,81.32,2022-10-04
dips,3,6.0,0.0,81.32,2022-10-04
one arm lat pulldown,1,7.0,35.0,81.32,2022-10-04
one arm lat pulldown,2,10.0,30.0,81.32,2022-10-04
one arm lat pulldown,3,9.0,30.0,81.32,2022-10-04
push ups,1,6.0,22.5,81.32,2022-10-04
push ups,2,5.0,22.5,81.32,2022-10-04
push ups,3,5.0,20.0,81.32,2022-10-04
push ups,4,5.0,20.0,81.32,2022-10-04
side lateral,1,15.0,5.0,81.32,2022-10-04
side lateral,2,14.0,5.0,81.32,2022-10-04
side lateral,3,12.0,5.0,81.32,2022-10-04
tricep extensions,1,10.0,0.0,81.32,2022-10-04
tricep extensions,2,9.0,0.0,81.32,2022-10-04
tricep extensions,3,8.0,0.0,81.32,2022-10-04
inverted rows,1,12.0,15.0,81.32,2022-10-04
inverted rows,2,8.0,10.0,81.32,2022-10-04
inverted rows,3,9.0,0.0,81.32,2022-10-04
squat (pause),1,5.0,80.0,81.53,2022-10-06
squat (pause),2,6.0,75.0,81.53,2022-10-06
squat (pause),3,5.0,75.0,81.53,2022-10-06
sumo dl,1,5.0,120.0,81.53,2022-10-06
sumo dl,2,5.0,115.0,81.53,2022-10-06
sumo dl,3,5.0,110.0,81.53,2022-10-06
sumo dl,4,6.0,105.0,81.53,2022-10-06
chin ups,1,6.0,10.0,,2022-10-09
chin ups,2,6.0,10.0,,2022-10-09
chin ups,3,5.0,10.0,,2022-10-09
db curls,1,9.0,14.5,,2022-10-09
db curls,2,8.0,14.5,,2022-10-09
db curls,3,8.0,14.5,,2022-10-09
inverted delt rows,1,13.0,10.0,,2022-10-09
inverted delt rows,2,10.0,10.0,,2022-10-09
inverted delt rows,3,15.0,0.0,,2022-10-09
overhead press,1,6.0,42.5,,2022-10-09
overhead press,2,5.0,42.5,,2022-10-09
overhead press,3,5.0,40.0,,2022-10-09
ring push ups,1,9.0,0.0,,2022-10-09
ring push ups,2,6.0,0.0,,2022-10-09
ring push ups,3,5.0,0.0,,2022-10-09
ring push ups,4,5.0,0.0,,2022-10-09
straight arm pulldown,1,14.0,0.0,,2022-10-09
straight arm pulldown,2,13.0,0.0,,2022-10-09
straight arm pulldown,3,14.0,0.0,,2022-10-09
squats,1,5.0,90.0,,2022-10-12
squats,2,5.0,85.0,,2022-10-12
squats,3,5.0,85.0,,2022-10-12
squats,4,6.0,80.0,,2022-10-12
good mornings,1,16.0,60.0,,2022-10-12
good mornings,2,15.0,60.0,,2022-10-12
good mornings,3,14.0,60.0,,2022-10-12
hyperextensions,1,25.0,0.0,,2022-10-12
hyperextensions,2,25.0,0.0,,2022-10-12
hyperextensions,3,25.0,0.0,,2022-10-12
dips,1,11.0,0.0,80.49,2022-10-14
dips,2,7.0,0.0,80.49,2022-10-14
dips,3,6.0,0.0,80.49,2022-10-14
lat pulldown,1,20.0,0.0,80.49,2022-10-14
lat pulldown,2,16.0,0.0,80.49,2022-10-14
lat pulldown,3,16.0,0.0,80.49,2022-10-14
push ups,1,5.0,22.5,80.49,2022-10-14
push ups,2,5.0,22.5,80.49,2022-10-14
push ups,3,5.0,20.0,80.49,2022-10-14
push ups,4,5.0,17.5,80.49,2022-10-14
side lateral,1,15.0,5.0,80.49,2022-10-14
side lateral,2,14.0,5.0,80.49,2022-10-14
side lateral,3,12.0,5.0,80.49,2022-10-14
tricep extensions,1,10.0,0.0,80.49,2022-10-14
tricep extensions,2,10.0,0.0,80.49,2022-10-14
tricep extensions,3,9.0,0.0,80.49,2022-10-14
inverted rows,1,11.0,15.0,80.49,2022-10-14
inverted rows,2,10.0,10.0,80.49,2022-10-14
inverted rows,3,10.0,0.0,80.49,2022-10-14
squat (pause),1,5.0,75.0,,2022-10-16
squat (pause),2,5.0,75.0,,2022-10-16
squat (pause),3,5.0,75.0,,2022-10-16
sumo dl,1,5.0,120.0,,2022-10-16
sumo dl,2,6.0,110.0,,2022-10-16
sumo dl,3,5.0,110.0,,2022-10-16
sumo dl,4,6.0,105.0,,2022-10-16
chin ups,1,6.0,10.0,80.86,2022-10-18
chin ups,2,6.0,10.0,80.86,2022-10-18
chin ups,3,5.0,10.0,80.86,2022-10-18
db curls,1,9.0,14.5,80.86,2022-10-18
db curls,2,8.0,14.5,80.86,2022-10-18
db curls,3,7.0,14.5,80.86,2022-10-18
inverted delt rows,1,16.0,0.0,80.86,2022-10-18
inverted delt rows,2,13.0,0.0,80.86,2022-10-18
inverted delt rows,3,12.0,0.0,80.86,2022-10-18
overhead press,1,6.0,42.5,80.86,2022-10-18
overhead press,2,5.0,42.5,80.86,2022-10-18
overhead press,3,5.0,40.0,80.86,2022-10-18
ring push ups,1,9.0,0.0,80.86,2022-10-18
ring push ups,2,6.0,0.0,80.86,2022-10-18
ring push ups,3,5.0,0.0,80.86,2022-10-18
ring push ups,4,5.0,0.0,80.86,2022-10-18
squats,1,5.0,90.0,80.65,2022-10-20
squats,2,5.0,85.0,80.65,2022-10-20
squats,3,5.0,85.0,80.65,2022-10-20
squats,4,6.0,80.0,80.65,2022-10-20
good mornings,1,16.0,60.0,80.65,2022-10-20
good mornings,2,16.0,60.0,80.65,2022-10-20
good mornings,3,15.0,60.0,80.65,2022-10-20
pull ups,1,8.0,0.0,81.42,2022-10-22
pull ups,2,8.0,0.0,81.42,2022-10-22
pull ups,3,8.0,0.0,81.42,2022-10-22
dips,1,11.0,0.0,81.42,2022-10-22
dips,2,6.0,0.0,81.42,2022-10-22
dips,3,5.0,0.0,81.42,2022-10-22
push ups,1,5.0,22.5,81.42,2022-10-22
push ups,2,5.0,22.5,81.42,2022-10-22
push ups,3,5.0,20.0,81.42,2022-10-22
push ups,4,7.0,10.0,81.42,2022-10-22
side lateral,1,15.0,5.0,81.42,2022-10-22
side lateral,2,13.0,5.0,81.42,2022-10-22
side lateral,3,12.0,5.0,81.42,2022-10-22
tricep extensions,1,10.0,0.0,81.42,2022-10-22
tricep extensions,2,9.0,0.0,81.42,2022-10-22
tricep extensions,3,9.0,0.0,81.42,2022-10-22
inverted rows,1,13.0,10.0,81.42,2022-10-22
inverted rows,2,10.0,10.0,81.42,2022-10-22
inverted rows,3,10.0,0.0,81.42,2022-10-22
barbell hacksquat,1,6.0,80.0,80.87,2022-10-24
barbell hacksquat,2,5.0,90.0,80.87,2022-10-24
barbell hacksquat,3,5.0,90.0,80.87,2022-10-24
sumo dl,1,5.0,110.0,80.87,2022-10-24
sumo dl,2,4.0,120.0,80.87,2022-10-24
sumo dl,3,5.0,110.0,80.87,2022-10-24
sumo dl,4,6.0,105.0,80.87,2022-10-24
