year,month,day,exercise,set #,reps,weight
2022,1,30,axelpress,2,4.0,22.0
2022,1,30,axelpress,3,6.0,19.5
2022,1,30,axelpress,4,5.0,19.5
2022,1,30,decline press,1,11.0,0.0
2022,1,30,decline press,2,9.0,0.0
2022,1,30,decline press,3,7.0,0.0
2022,1,30,decline press,4,0.0,0.0
2022,1,30,inverted row,1,15.0,0.0
2022,1,30,inverted row,2,14.0,0.0
2022,1,30,inverted row,3,12.0,0.0
2022,1,30,inverted row,4,0.0,0.0
2022,1,30,lat pulldown,1,13.0,55.0
2022,1,30,lat pulldown,2,10.0,55.0
2022,1,30,lat pulldown,3,8.0,55.0
2022,1,30,lat pulldown,4,0.0,0.0
2022,1,30,weighted chin ups,1,6.0,16.25
2022,1,30,weighted chin ups,2,5.0,15.0
2022,1,30,weighted chin ups,3,5.0,13.75
2022,1,30,weighted chin ups,4,5.0,12.5
2022,2,1,barbell hacksquat,1,5.0,110.0
2022,2,1,barbell hacksquat,2,5.0,110.0
2022,2,1,barbell hacksquat,3,5.0,110.0
2022,2,1,barbell hacksquat,4,5.0,110.0
2022,2,1,rdls,1,11.0,95.0
2022,2,1,rdls,2,10.0,95.0
2022,2,1,rdls,3,10.0,95.0
2022,2,1,rdls,4,0.0,0.0
2022,2,1,reverse nordics,1,12.0,0.0
2022,2,1,reverse nordics,2,12.0,0.0
2022,2,1,reverse nordics,3,11.0,0.0
2022,2,1,reverse nordics,4,0.0,0.0
2022,2,1,single leg machine curls,1,10.0,5.0
2022,2,1,single leg machine curls,2,8.0,5.0
2022,2,1,single leg machine curls,3,8.0,5.0
2022,2,1,single leg machine curls,4,0.0,0.0
2022,2,3,barbell curls,1,10.0,40.0
2022,2,3,barbell curls,2,9.0,40.0
2022,2,3,barbell curls,3,7.0,40.0
2022,2,3,barbell curls,4,0.0,0.0
2022,2,3,decline push ups,1,7.0,0.0
2022,2,3,decline push ups,2,7.0,0.0
2022,2,3,decline push ups,3,6.0,0.0
2022,2,3,decline push ups,4,5.0,0.0
2022,2,3,side lateral,1,15.0,0.0
2022,2,3,side lateral,2,14.0,0.0
2022,2,3,side lateral,3,9.0,0.0
2022,2,3,side lateral,4,0.0,0.0
2022,2,3,straight arm pulldown,1,16.0,20.0
2022,2,3,straight arm pulldown,2,13.0,20.0
2022,2,3,straight arm pulldown,3,10.0,20.0
2022,2,3,straight arm pulldown,4,0.0,0.0
2022,2,3,weighted push ups,1,5.0,20.0
2022,2,3,weighted push ups,2,5.0,17.5
2022,2,3,weighted push ups,3,5.0,15.0
2022,2,3,weighted push ups,4,5.0,12.5
2022,2,3,wide row,1,12.0,50.0
2022,2,3,wide row,2,12.0,50.0
2022,2,3,wide row,3,10.0,50.0
2022,2,3,wide row,4,0.0,0.0
2022,2,6,atg split squat,1,12.0,20.0
2022,2,6,atg split squat,2,10.0,20.0
2022,2,6,atg split squat,3,9.0,20.0
2022,2,6,atg split squat,4,0.0,0.0
2022,2,6,leg curls,1,10.0,5.0
2022,2,6,leg curls,2,9.0,5.0
2022,2,6,leg curls,3,7.0,5.0
2022,2,6,leg curls,4,0.0,0.0
2022,2,6,sissy squats,1,8.0,0.0
2022,2,6,sissy squats,2,7.0,0.0
2022,2,6,sissy squats,3,7.0,0.0
2022,2,6,sissy squats,4,0.0,0.0
2022,2,6,sumo dl,1,5.0,110.0
2022,2,6,sumo dl,2,5.0,110.0
2022,2,6,sumo dl,3,5.0,110.0
2022,2,6,sumo dl,4,5.0,110.0
2022,2,7, band triceps pushdowns,1,18.0,0.0
2022,2,7, band triceps pushdowns,2,16.0,0.0
2022,2,7, band triceps pushdowns,3,16.0,0.0
2022,2,7, band triceps pushdowns,4,0.0,0.0
2022,2,7,axelpress,1,6.0,22.0
2022,2,7,axelpress,2,5.0,22.0
2022,2,7,axelpress,3,6.0,19.5
2022,2,7,axelpress,4,5.0,19.5
2022,2,7,decline press,1,12.0,0.0
2022,2,7,decline press,2,10.0,0.0
2022,2,7,decline press,3,8.0,0.0
2022,2,7,decline press,4,0.0,0.0
2022,2,7,inverted row,1,13.0,0.0
2022,2,7,inverted row,2,13.0,0.0
2022,2,7,inverted row,3,12.0,0.0
2022,2,7,inverted row,4,0.0,0.0
2022,2,7,lat pulldown,1,10.0,60.0
2022,2,7,lat pulldown,2,8.0,60.0
2022,2,7,lat pulldown,3,8.0,55.0
2022,2,7,lat pulldown,4,0.0,0.0
2022,2,7,weighted chin ups,1,6.0,16.25
2022,2,7,weighted chin ups,2,5.0,16.25
2022,2,7,weighted chin ups,3,5.0,13.75
2022,2,7,weighted chin ups,4,5.0,12.5
2022,2,9,barbell hacksquat,1,5.0,112.5
2022,2,9,barbell hacksquat,2,5.0,112.5
2022,2,9,barbell hacksquat,3,5.0,110.0
2022,2,9,barbell hacksquat,4,5.0,110.0
2022,2,9,rdls,1,12.0,95.0
2022,2,9,rdls,2,11.0,95.0
2022,2,9,rdls,3,10.0,95.0
2022,2,9,rdls,4,0.0,0.0
2022,2,9,reverse nordics,1,13.0,5.0
2022,2,9,reverse nordics,2,12.0,0.0
2022,2,9,reverse nordics,3,11.0,0.0
2022,2,9,reverse nordics,4,0.0,0.0
2022,2,9,single leg machine curls,1,10.0,5.0
2022,2,9,single leg machine curls,2,9.0,5.0
2022,2,9,single leg machine curls,3,9.0,5.0
2022,2,9,single leg machine curls,4,0.0,0.0
2022,2,13,barbell curls,1,8.0,42.5
2022,2,13,barbell curls,2,6.0,42.5
2022,2,13,barbell curls,3,5.0,42.5
2022,2,13,barbell curls,4,0.0,0.0
2022,2,13,decline push ups,1,9.0,0.0
2022,2,13,decline push ups,2,6.0,0.0
2022,2,13,decline push ups,3,6.0,0.0
2022,2,13,decline push ups,4,5.0,0.0
2022,2,13,side lateral,1,16.0,0.0
2022,2,13,side lateral,2,16.0,0.0
2022,2,13,side lateral,3,16.0,0.0
2022,2,13,side lateral,4,0.0,0.0
2022,2,13,straight arm pulldown,1,14.0,20.0
2022,2,13,straight arm pulldown,2,12.0,20.0
2022,2,13,straight arm pulldown,3,10.0,20.0
2022,2,13,straight arm pulldown,4,0.0,0.0
2022,2,13,weighted push ups,1,4.0,20.0
2022,2,13,weighted push ups,2,6.0,15.0
2022,2,13,weighted push ups,3,5.0,15.0
2022,2,13,weighted push ups,4,6.0,12.5
2022,2,13,wide row,1,10.0,55.0
2022,2,13,wide row,2,10.0,55.0
2022,2,13,wide row,3,8.0,55.0
2022,2,13,wide row,4,0.0,0.0
2022,2,15,atg split squat,1,6.0,29.0
2022,2,15,atg split squat,2,6.0,29.0
2022,2,15,atg split squat,3,5.0,29.0
2022,2,15,atg split squat,4,0.0,0.0
2022,2,15,leg curls,1,11.0,5.0
2022,2,15,leg curls,2,9.0,5.0
2022,2,15,leg curls,3,9.0,5.0
2022,2,15,leg curls,4,0.0,0.0
2022,2,15,sissy squats,1,9.0,0.0
2022,2,15,sissy squats,2,8.0,0.0
2022,2,15,sissy squats,3,8.0,0.0
2022,2,15,sissy squats,4,0.0,0.0
2022,2,15,sumo dl,1,5.0,110.0
2022,2,15,sumo dl,2,6.0,105.0
2022,2,15,sumo dl,3,6.0,105.0
2022,2,15,sumo dl,4,6.0,105.0
2022,2,18, band triceps pushdowns,1,16.0,0.0
2022,2,18, band triceps pushdowns,2,15.0,0.0
2022,2,18, band triceps pushdowns,3,14.0,0.0
2022,2,18, band triceps pushdowns,4,0.0,0.0
2022,2,18,axelpress,1,6.0,22.0
2022,2,18,axelpress,2,5.0,22.0
2022,2,18,axelpress,3,6.0,19.5
2022,2,18,axelpress,4,5.0,19.5
2022,2,18,decline press,1,12.0,0.0
2022,2,18,decline press,2,10.0,0.0
2022,2,18,decline press,3,9.0,0.0
2022,2,18,decline press,4,0.0,0.0
2022,2,18,inverted row,1,12.0,0.0
2022,2,18,inverted row,2,12.0,0.0
2022,2,18,inverted row,3,12.0,0.0
2022,2,18,inverted row,4,0.0,0.0
2022,2,18,lat pulldown,1,10.0,60.0
2022,2,18,lat pulldown,2,8.0,60.0
2022,2,18,lat pulldown,3,10.0,55.0
2022,2,18,lat pulldown,4,0.0,0.0
2022,2,18,weighted pull ups,1,5.0,16.25
2022,2,18,weighted pull ups,2,5.0,15.0
2022,2,18,weighted pull ups,3,5.0,13.75
2022,2,18,weighted pull ups,4,5.0,12.5
2022,2,20,barbell hacksquat,1,5.0,112.5
2022,2,20,barbell hacksquat,2,4.0,112.5
2022,2,20,barbell hacksquat,3,4.0,110.0
2022,2,20,barbell hacksquat,4,4.0,110.0
2022,2,20,rdls,1,14.0,95.0
2022,2,20,rdls,2,12.0,95.0
2022,2,20,rdls,3,11.0,95.0
2022,2,20,rdls,4,0.0,0.0
2022,2,20,reverse nordics,1,16.0,0.0
2022,2,20,reverse nordics,2,12.0,0.0
2022,2,20,reverse nordics,3,11.0,0.0
2022,2,20,reverse nordics,4,0.0,0.0
2022,2,20,single leg machine curls,1,10.0,5.0
2022,2,20,single leg machine curls,2,9.0,5.0
2022,2,20,single leg machine curls,3,7.0,5.0
2022,2,20,single leg machine curls,4,0.0,0.0
2022,2,22,barbell curls,1,8.0,42.5
2022,2,22,barbell curls,2,7.0,42.5
2022,2,22,barbell curls,3,6.0,42.5
2022,2,22,barbell curls,4,0.0,0.0
2022,2,22,decline push ups,1,9.0,0.0
2022,2,22,decline push ups,2,6.0,0.0
2022,2,22,decline push ups,3,6.0,0.0
2022,2,22,decline push ups,4,6.0,0.0
2022,2,22,side lateral,1,18.0,0.0
2022,2,22,side lateral,2,18.0,0.0
2022,2,22,side lateral,3,18.0,0.0
2022,2,22,side lateral,4,0.0,0.0
2022,2,22,straight arm pulldown,1,16.0,20.0
2022,2,22,straight arm pulldown,2,14.0,20.0
2022,2,22,straight arm pulldown,3,12.0,20.0
2022,2,22,straight arm pulldown,4,0.0,0.0
2022,2,22,weighted push ups,1,5.0,20.0
2022,2,22,weighted push ups,2,5.0,20.0
2022,2,22,weighted push ups,3,5.0,17.5
2022,2,22,weighted push ups,4,4.0,15.0
2022,2,22,wide row,1,12.0,55.0
2022,2,22,wide row,2,11.0,55.0
2022,2,22,wide row,3,10.0,55.0
2022,2,22,wide row,4,0.0,0.0
2022,2,24,atg split squat,1,7.0,29.0
2022,2,24,atg split squat,2,7.0,29.0
2022,2,24,atg split squat,3,7.0,29.0
2022,2,24,atg split squat,4,0.0,0.0
2022,2,24,leg curls,1,12.0,5.0
2022,2,24,leg curls,2,10.0,5.0
2022,2,24,leg curls,3,8.0,5.0
2022,2,24,leg curls,4,0.0,0.0
2022,2,24,sissy squats,1,9.0,0.0
2022,2,24,sissy squats,2,8.0,0.0
2022,2,24,sissy squats,3,8.0,0.0
2022,2,24,sissy squats,4,0.0,0.0
2022,2,24,sumo dl,1,6.0,110.0
2022,2,24,sumo dl,2,5.0,110.0
2022,2,24,sumo dl,3,5.0,110.0
2022,2,24,sumo dl,4,5.0,110.0
2022,2,26, band triceps pushdowns,1,16.0,0.0
2022,2,26, band triceps pushdowns,2,15.0,0.0
2022,2,26, band triceps pushdowns,3,14.0,0.0
2022,2,26, band triceps pushdowns,4,0.0,0.0
2022,2,26,axelpress,1,6.0,22.0
2022,2,26,axelpress,2,6.0,22.0
2022,2,26,axelpress,3,4.0,22.0
2022,2,26,axelpress,4,6.0,19.5
2022,2,26,decline press,1,11.0,0.0
2022,2,26,decline press,2,9.0,0.0
2022,2,26,decline press,3,8.0,0.0
2022,2,26,decline press,4,0.0,0.0
2022,2,26,lat pulldown,1,12.0,60.0
2022,2,26,lat pulldown,2,9.0,60.0
2022,2,26,lat pulldown,3,8.0,60.0
2022,2,26,lat pulldown,4,0.0,0.0
2022,2,26,ring rows,1,11.0,0.0
2022,2,26,ring rows,2,11.0,0.0
2022,2,26,ring rows,3,9.0,0.0
2022,2,26,ring rows,4,0.0,0.0
2022,2,26,weighted pull ups,1,5.0,16.25
2022,2,26,weighted pull ups,2,5.0,15.0
2022,2,26,weighted pull ups,3,4.0,12.5
2022,2,26,weighted pull ups,4,5.0,10.0
2022,2,28,barbell hacksquat,1,5.0,110.0
2022,2,28,barbell hacksquat,2,4.0,110.0
2022,2,28,barbell hacksquat,3,4.0,105.0
2022,2,28,barbell hacksquat,4,4.0,105.0
2022,2,28,rdls,1,14.0,95.0
2022,2,28,rdls,2,12.0,95.0
2022,2,28,rdls,3,12.0,95.0
2022,2,28,rdls,4,0.0,0.0
2022,2,28,reverse nordics,1,14.0,0.0
2022,2,28,reverse nordics,2,12.0,0.0
2022,2,28,reverse nordics,3,20.0,0.0
2022,2,28,reverse nordics,4,0.0,0.0
2022,2,28,single leg machine curls,1,11.0,5.0
2022,2,28,single leg machine curls,2,9.0,5.0
2022,2,28,single leg machine curls,3,8.0,5.0
2022,2,28,single leg machine curls,4,0.0,0.0
2022,3,2,barbell curls,1,10.0,42.5
2022,3,2,barbell curls,2,8.0,42.5
2022,3,2,barbell curls,3,7.0,42.5
2022,3,2,barbell curls,4,0.0,0.0
2022,3,2,decline push ups,1,9.0,0.0
2022,3,2,decline push ups,2,7.0,0.0
2022,3,2,decline push ups,3,6.0,0.0
2022,3,2,decline push ups,4,6.0,0.0
2022,3,2,ring push ups,1,6.0,5.0
2022,3,2,ring push ups,2,5.0,5.0
2022,3,2,ring push ups,3,5.0,5.0
2022,3,2,ring push ups,4,5.0,0.0
2022,3,2,side lateral,1,21.0,0.0
2022,3,2,side lateral,2,21.0,0.0
2022,3,2,side lateral,3,20.0,0.0
2022,3,2,side lateral,4,0.0,0.0
2022,3,2,straight arm pulldown,1,16.0,20.0
2022,3,2,straight arm pulldown,2,14.0,20.0
2022,3,2,straight arm pulldown,3,12.0,20.0
2022,3,2,straight arm pulldown,4,0.0,0.0
2022,3,2,wide row,1,12.0,55.0
2022,3,2,wide row,2,11.0,55.0
2022,3,2,wide row,3,10.0,55.0
2022,3,2,wide row,4,0.0,0.0
2022,3,4,atg split squat,1,5.0,34.0
2022,3,4,atg split squat,2,7.0,29.0
2022,3,4,atg split squat,3,7.0,29.0
2022,3,4,atg split squat,4,0.0,0.0
2022,3,4,sumo dl,1,5.0,112.5
2022,3,4,sumo dl,2,5.0,112.5
2022,3,4,sumo dl,3,5.0,112.5
2022,3,4,sumo dl,4,5.0,110.0
2022,3,6, band triceps pushdowns,1,16.0,0.0
2022,3,6, band triceps pushdowns,2,15.0,0.0
2022,3,6, band triceps pushdowns,3,15.0,0.0
2022,3,6, band triceps pushdowns,4,0.0,0.0
2022,3,6,axelpress,1,6.0,22.0
2022,3,6,axelpress,2,5.0,22.0
2022,3,6,axelpress,3,7.0,19.5
2022,3,6,axelpress,4,6.0,19.5
2022,3,6,decline press,1,11.0,0.0
2022,3,6,decline press,2,10.0,0.0
2022,3,6,decline press,3,8.0,0.0
2022,3,6,decline press,4,0.0,0.0
2022,3,6,lat pulldown,1,10.0,65.0
2022,3,6,lat pulldown,2,8.0,65.0
2022,3,6,lat pulldown,3,7.0,65.0
2022,3,6,lat pulldown,4,0.0,0.0
2022,3,6,ring rows,1,11.0,0.0
2022,3,6,ring rows,2,11.0,0.0
2022,3,6,ring rows,3,11.0,0.0
2022,3,6,ring rows,4,0.0,0.0
2022,3,6,weighted pull ups,1,5.0,16.25
2022,3,6,weighted pull ups,2,5.0,13.75
2022,3,6,weighted pull ups,3,4.0,12.5
2022,3,6,weighted pull ups,4,5.0,10.0
2022,3,8,barbell hacksquat,1,5.0,110.0
2022,3,8,barbell hacksquat,2,5.0,110.0
2022,3,8,barbell hacksquat,3,5.0,110.0
2022,3,8,barbell hacksquat,4,5.0,110.0
2022,3,8,rdls,1,12.0,100.0
2022,3,8,rdls,2,11.0,100.0
2022,3,8,rdls,3,11.0,100.0
2022,3,8,rdls,4,0.0,0.0
2022,3,8,reverse nordics,1,16.0,0.0
2022,3,8,reverse nordics,2,14.0,0.0
2022,3,8,reverse nordics,3,12.0,0.0
2022,3,8,reverse nordics,4,0.0,0.0
2022,3,8,single leg machine curls,1,11.0,5.0
2022,3,8,single leg machine curls,2,9.0,5.0
2022,3,8,single leg machine curls,3,8.0,5.0
2022,3,8,single leg machine curls,4,0.0,0.0
2022,3,10,barbell curls,1,9.0,45.0
2022,3,10,barbell curls,2,7.0,45.0
2022,3,10,barbell curls,3,6.0,45.0
2022,3,10,barbell curls,4,0.0,0.0
2022,3,10,decline push ups,1,9.0,0.0
2022,3,10,decline push ups,2,7.0,0.0
2022,3,10,decline push ups,3,6.0,0.0
2022,3,10,decline push ups,4,6.0,0.0
2022,3,10,ring push ups,1,5.0,10.0
2022,3,10,ring push ups,2,5.0,10.0
2022,3,10,ring push ups,3,5.0,7.5
2022,3,10,ring push ups,4,5.0,5.0
2022,3,10,side lateral,1,20.0,0.0
2022,3,10,side lateral,2,20.0,0.0
2022,3,10,side lateral,3,18.0,0.0
2022,3,10,side lateral,4,0.0,0.0
2022,3,10,straight arm pulldown,1,10.0,0.0
2022,3,10,straight arm pulldown,2,10.0,0.0
2022,3,10,straight arm pulldown,3,9.0,0.0
2022,3,10,straight arm pulldown,4,0.0,0.0
2022,3,10,wide row,1,14.0,55.0
2022,3,10,wide row,2,12.0,55.0
2022,3,10,wide row,3,12.0,55.0
2022,3,10,wide row,4,0.0,0.0
2022,3,12,atg split squat,1,6.0,34.0
2022,3,12,atg split squat,2,6.0,31.5
2022,3,12,atg split squat,3,6.0,31.5
2022,3,12,atg split squat,4,0.0,0.0
2022,3,12,leg curls,1,10.0,5.0
2022,3,12,leg curls,2,9.0,5.0
2022,3,12,leg curls,3,8.0,5.0
2022,3,12,leg curls,4,0.0,0.0
2022,3,12,sissy squats,1,12.0,0.0
2022,3,12,sissy squats,2,11.0,0.0
2022,3,12,sissy squats,3,10.0,0.0
2022,3,12,sissy squats,4,0.0,0.0
2022,3,12,sumo dl,1,5.0,112.5
2022,3,12,sumo dl,2,5.0,112.5
2022,3,12,sumo dl,3,5.0,112.5
2022,3,12,sumo dl,4,5.0,112.5
2022,3,14, band triceps pushdowns,1,0.0,0.0
2022,3,14, band triceps pushdowns,2,0.0,0.0
2022,3,14, band triceps pushdowns,3,0.0,0.0
2022,3,14, band triceps pushdowns,4,0.0,0.0
2022,3,14,axelpress,1,8.0,0.0
2022,3,14,axelpress,2,7.0,0.0
2022,3,14,axelpress,3,7.0,0.0
2022,3,14,axelpress,4,7.0,0.0
2022,3,14,decline press,1,0.0,0.0
2022,3,14,decline press,2,0.0,0.0
2022,3,14,decline press,3,0.0,0.0
2022,3,14,decline press,4,0.0,0.0
2022,3,14,lat pulldown,1,0.0,0.0
2022,3,14,lat pulldown,2,0.0,0.0
2022,3,14,lat pulldown,3,0.0,0.0
2022,3,14,lat pulldown,4,0.0,0.0
2022,3,14,ring rows,1,0.0,0.0
2022,3,14,ring rows,2,0.0,0.0
2022,3,14,ring rows,3,0.0,0.0
2022,3,14,ring rows,4,0.0,0.0
2022,3,14,weighted pull ups,1,12.0,0.0
2022,3,14,weighted pull ups,2,8.0,0.0
2022,3,14,weighted pull ups,3,6.0,0.0
2022,3,14,weighted pull ups,4,6.0,0.0
2022,3,17,barbell hacksquat,1,5.0,112.5
2022,3,17,barbell hacksquat,2,5.0,112.5
2022,3,17,barbell hacksquat,3,5.0,110.0
2022,3,17,barbell hacksquat,4,5.0,110.0
2022,3,17,rdls,1,13.0,100.0
2022,3,17,rdls,2,12.0,100.0
2022,3,17,rdls,3,12.0,100.0
2022,3,17,rdls,4,0.0,0.0
2022,3,17,reverse nordics,1,14.0,0.0
2022,3,17,reverse nordics,2,14.0,0.0
2022,3,17,reverse nordics,3,12.0,0.0
2022,3,17,reverse nordics,4,0.0,0.0
2022,3,17,single leg machine curls,1,11.0,5.0
2022,3,17,single leg machine curls,2,9.0,5.0
2022,3,17,single leg machine curls,3,6.0,5.0
2022,3,17,single leg machine curls,4,0.0,0.0
2022,3,20,barbell curls,1,9.0,45.0
2022,3,20,barbell curls,2,7.0,45.0
2022,3,20,barbell curls,3,7.0,45.0
2022,3,20,barbell curls,4,0.0,0.0
2022,3,20,decline push ups,1,9.0,0.0
2022,3,20,decline push ups,2,7.0,0.0
2022,3,20,decline push ups,3,6.0,0.0
2022,3,20,decline push ups,4,6.0,0.0
2022,3,20,inverted delt row,1,16.0,5.0
2022,3,20,inverted delt row,2,12.0,7.0
2022,3,20,inverted delt row,3,12.0,7.0
2022,3,20,inverted delt row,4,0.0,0.0
2022,3,20,ring push ups,1,5.0,10.0
2022,3,20,ring push ups,2,5.0,10.0
2022,3,20,ring push ups,3,4.0,7.5
2022,3,20,ring push ups,4,5.0,5.0
2022,3,20,side lateral,1,20.0,0.0
2022,3,20,side lateral,2,16.0,0.0
2022,3,20,side lateral,3,16.0,0.0
2022,3,20,side lateral,4,0.0,0.0
2022,3,20,straight arm pulldown,1,8.0,25.0
2022,3,20,straight arm pulldown,2,14.0,20.0
2022,3,20,straight arm pulldown,3,12.0,20.0
2022,3,20,straight arm pulldown,4,0.0,0.0
2022,3,22,atg split squat,1,6.0,31.5
2022,3,22,atg split squat,2,6.0,31.5
2022,3,22,atg split squat,3,5.0,31.5
2022,3,22,atg split squat,4,0.0,0.0
2022,3,22,leg curls,1,10.0,5.0
2022,3,22,leg curls,2,9.0,5.0
2022,3,22,leg curls,3,8.0,5.0
2022,3,22,leg curls,4,0.0,0.0
2022,3,22,regular dl,1,5.0,90.0
2022,3,22,regular dl,2,5.0,100.0
2022,3,22,regular dl,3,5.0,100.0
2022,3,22,regular dl,4,5.0,100.0
2022,3,22,sissy squats,1,12.0,0.0
2022,3,22,sissy squats,2,12.0,0.0
2022,3,22,sissy squats,3,12.0,0.0
2022,3,22,sissy squats,4,0.0,0.0
2022,3,25, band triceps extensions,1,13.0,0.0
2022,3,25, band triceps extensions,2,9.0,0.0
2022,3,25, band triceps extensions,3,9.0,0.0
2022,3,25, band triceps extensions,4,0.0,0.0
2022,3,25,axelpress,1,7.0,20.0
2022,3,25,axelpress,2,6.0,20.75
2022,3,25,axelpress,3,4.0,20.75
2022,3,25,axelpress,4,4.0,20.75
2022,3,25,decline press,1,12.0,0.0
2022,3,25,decline press,2,10.0,0.0
2022,3,25,decline press,3,8.0,0.0
2022,3,25,decline press,4,0.0,0.0
2022,3,25,lat pulldown,1,8.0,65.0
2022,3,25,lat pulldown,2,8.0,60.0
2022,3,25,lat pulldown,3,10.0,55.0
2022,3,25,lat pulldown,4,0.0,0.0
2022,3,25,ring rows,1,12.0,0.0
2022,3,25,ring rows,2,11.0,0.0
2022,3,25,ring rows,3,10.0,0.0
2022,3,25,ring rows,4,0.0,0.0
2022,3,25,weighted pull ups,1,4.0,13.75
2022,3,25,weighted pull ups,2,5.0,11.25
2022,3,25,weighted pull ups,3,4.0,8.75
2022,3,25,weighted pull ups,4,4.0,7.5
2022,3,27,beltsquat,1,6.0,45.0
2022,3,27,beltsquat,2,10.0,45.0
2022,3,27,beltsquat,3,7.0,45.0
2022,3,27,beltsquat,4,7.0,45.0
2022,3,27,rdls,1,12.0,95.0
2022,3,27,rdls,2,12.0,90.0
2022,3,27,rdls,3,12.0,90.0
2022,3,27,rdls,4,0.0,0.0
2022,3,27,reverse nordics,1,16.0,0.0
2022,3,27,reverse nordics,2,14.0,0.0
2022,3,27,reverse nordics,3,13.0,0.0
2022,3,27,reverse nordics,4,0.0,0.0
2022,3,27,single leg machine curls,1,11.0,5.0
2022,3,27,single leg machine curls,2,11.0,5.0
2022,3,27,single leg machine curls,3,9.0,5.0
2022,3,27,single leg machine curls,4,0.0,0.0
2022,3,29,barbell curls,1,9.0,45.0
2022,3,29,barbell curls,2,7.0,45.0
2022,3,29,barbell curls,3,6.0,45.0
2022,3,29,barbell curls,4,0.0,0.0
2022,3,29,decline push ups,1,10.0,0.0
2022,3,29,decline push ups,2,7.0,0.0
2022,3,29,decline push ups,3,6.0,0.0
2022,3,29,decline push ups,4,6.0,0.0
2022,3,29,inverted delt row,1,13.0,0.0
2022,3,29,inverted delt row,2,12.0,0.0
2022,3,29,inverted delt row,3,12.0,0.0
2022,3,29,inverted delt row,4,0.0,0.0
2022,3,29,ring push ups,1,5.0,7.5
2022,3,29,ring push ups,2,5.0,6.25
2022,3,29,ring push ups,3,5.0,5.0
2022,3,29,ring push ups,4,4.0,3.75
2022,3,29,side lateral,1,24.0,0.0
2022,3,29,side lateral,2,22.0,0.0
2022,3,29,side lateral,3,22.0,0.0
2022,3,29,side lateral,4,0.0,0.0
2022,3,29,straight arm pulldown,1,3.0,25.0
2022,3,29,straight arm pulldown,2,12.0,20.0
2022,3,29,straight arm pulldown,3,10.0,20.0
2022,3,29,straight arm pulldown,4,0.0,0.0
2022,3,31,atg split squat,1,6.0,31.5
2022,3,31,atg split squat,2,6.0,31.5
2022,3,31,atg split squat,3,6.0,31.5
2022,3,31,atg split squat,4,0.0,0.0
2022,3,31,leg curls,1,9.0,5.0
2022,3,31,leg curls,2,8.0,5.0
2022,3,31,leg curls,3,8.0,5.0
2022,3,31,leg curls,4,0.0,0.0
2022,3,31,regular dl,1,6.0,105.0
2022,3,31,regular dl,2,6.0,105.0
2022,3,31,regular dl,3,5.0,105.0
2022,3,31,regular dl,4,6.0,105.0
2022,4,2, band triceps extensions,1,10.0,0.0
2022,4,2, band triceps extensions,2,8.0,0.0
2022,4,2, band triceps extensions,3,8.0,0.0
2022,4,2, band triceps extensions,4,0.0,0.0
2022,4,2,axelpress,1,8.0,20.0
2022,4,2,axelpress,2,5.0,20.75
2022,4,2,axelpress,3,5.0,20.75
2022,4,2,axelpress,4,4.0,20.75
