year,month,day,exercise,set #,reps,weight
2022,4,2,decline press,1,11.0,0.0
2022,4,2,decline press,2,9.0,0.0
2022,4,2,decline press,3,9.0,0.0
2022,4,2,decline press,4,0.0,0.0
2022,4,2,lat pulldown,1,9.0,65.0
2022,4,2,lat pulldown,2,7.0,65.0
2022,4,2,lat pulldown,3,8.0,60.0
2022,4,2,lat pulldown,4,0.0,0.0
2022,4,2,ring rows,1,12.0,0.0
2022,4,2,ring rows,2,11.0,0.0
2022,4,2,ring rows,3,10.0,0.0
2022,4,2,ring rows,4,0.0,0.0
2022,4,2,weighted pull ups,1,5.0,13.75
2022,4,2,weighted pull ups,2,5.0,11.25
2022,4,2,weighted pull ups,3,5.0,8.75
2022,4,2,weighted pull ups,4,5.0,7.5
2022,4,4,back squat,1,6.0,60.0
2022,4,4,back squat,2,7.0,60.0
2022,4,4,back squat,3,6.0,60.0
2022,4,4,back squat,4,7.0,60.0
2022,4,4,rdls,1,14.0,90.0
2022,4,4,rdls,2,13.0,90.0
2022,4,4,rdls,3,13.0,90.0
2022,4,4,rdls,4,0.0,0.0
2022,4,4,reverse nordics,1,0.0,0.0
2022,4,4,reverse nordics,2,0.0,0.0
2022,4,4,reverse nordics,3,0.0,0.0
2022,4,4,reverse nordics,4,0.0,0.0
2022,4,4,single leg machine curls,1,0.0,0.0
2022,4,4,single leg machine curls,2,0.0,0.0
2022,4,4,single leg machine curls,3,0.0,0.0
2022,4,4,single leg machine curls,4,0.0,0.0
2022,4,7,barbell benchpress,1,3.0,70.0
2022,4,7,barbell benchpress,2,5.0,65.0
2022,4,7,barbell benchpress,3,4.0,65.0
2022,4,7,barbell benchpress,4,4.0,60.0
2022,4,7,barbell curls,1,8.0,45.0
2022,4,7,barbell curls,2,7.0,42.5
2022,4,7,barbell curls,3,6.0,42.5
2022,4,7,barbell curls,4,0.0,0.0
2022,4,7,decline push ups,1,11.0,0.0
2022,4,7,decline push ups,2,7.0,0.0
2022,4,7,decline push ups,3,7.0,0.0
2022,4,7,decline push ups,4,6.0,0.0
2022,4,7,inverted delt row,1,11.0,0.0
2022,4,7,inverted delt row,2,11.0,0.0
2022,4,7,inverted delt row,3,11.0,0.0
2022,4,7,inverted delt row,4,0.0,0.0
2022,4,7,side lateral,1,23.0,0.0
2022,4,7,side lateral,2,20.0,0.0
2022,4,7,side lateral,3,20.0,0.0
2022,4,7,side lateral,4,0.0,0.0
2022,4,7,straight arm pulldown,1,16.0,20.0
2022,4,7,straight arm pulldown,2,14.0,20.0
2022,4,7,straight arm pulldown,3,13.0,20.0
2022,4,7,straight arm pulldown,4,0.0,0.0
2022,4,9,atg split squat,1,8.0,31.5
2022,4,9,atg split squat,2,7.0,31.5
2022,4,9,atg split squat,3,7.0,31.5
2022,4,9,atg split squat,4,0.0,0.0
2022,4,9,regular dl,1,5.0,110.0
2022,4,9,regular dl,2,6.0,105.0
2022,4,9,regular dl,3,6.0,105.0
2022,4,9,regular dl,4,5.0,105.0
2022,4,10, band triceps extensions,1,11.0,0.0
2022,4,10, band triceps extensions,2,9.0,0.0
2022,4,10, band triceps extensions,3,8.0,0.0
2022,4,10, band triceps extensions,4,0.0,0.0
2022,4,10,decline push ups,1,10.0,0.0
2022,4,10,decline push ups,2,10.0,0.0
2022,4,10,decline push ups,3,9.0,0.0
2022,4,10,decline push ups,4,0.0,0.0
2022,4,10,lat pulldown,1,9.0,65.0
2022,4,10,lat pulldown,2,8.0,65.0
2022,4,10,lat pulldown,3,9.0,60.0
2022,4,10,lat pulldown,4,0.0,0.0
2022,4,10,militärpress,1,5.0,40.0
2022,4,10,militärpress,2,5.0,40.0
2022,4,10,militärpress,3,5.0,40.0
2022,4,10,militärpress,4,5.0,40.0
2022,4,10,ring rows,1,10.0,4.0
2022,4,10,ring rows,2,11.0,3.0
2022,4,10,ring rows,3,11.0,0.0
2022,4,10,ring rows,4,0.0,0.0
2022,4,10,weighted pull ups,1,6.0,13.75
2022,4,10,weighted pull ups,2,5.0,11.25
2022,4,10,weighted pull ups,3,5.0,8.75
2022,4,10,weighted pull ups,4,5.0,7.5
2022,4,14,back squat,1,5.0,80.0
2022,4,14,back squat,2,5.0,80.0
2022,4,14,back squat,3,5.0,80.0
2022,4,14,back squat,4,5.0,80.0
2022,4,14,rdls,1,12.0,100.0
2022,4,14,rdls,2,12.0,100.0
2022,4,14,rdls,3,11.0,100.0
2022,4,14,rdls,4,0.0,0.0
2022,4,14,reverse nordics,1,16.0,0.0
2022,4,14,reverse nordics,2,16.0,0.0
2022,4,14,reverse nordics,3,15.0,0.0
2022,4,14,reverse nordics,4,0.0,0.0
2022,4,14,single leg machine curls,1,12.0,0.0
2022,4,14,single leg machine curls,2,15.0,0.0
2022,4,14,single leg machine curls,3,15.0,0.0
2022,4,14,single leg machine curls,4,0.0,0.0
2022,4,16,barbell benchpress,1,4.0,70.0
2022,4,16,barbell benchpress,2,5.0,65.0
2022,4,16,barbell benchpress,3,6.0,60.0
2022,4,16,barbell benchpress,4,6.0,60.0
2022,4,16,barbell curls,1,7.0,45.0
2022,4,16,barbell curls,2,8.0,40.0
2022,4,16,barbell curls,3,7.0,40.0
2022,4,16,barbell curls,4,0.0,0.0
2022,4,16,inverted delt row,1,16.0,0.0
2022,4,16,inverted delt row,2,12.0,0.0
2022,4,16,inverted delt row,3,13.0,0.0
2022,4,16,inverted delt row,4,0.0,0.0
2022,4,16,ring push ups,1,7.0,0.0
2022,4,16,ring push ups,2,5.0,0.0
2022,4,16,ring push ups,3,4.0,0.0
2022,4,16,ring push ups,4,5.0,0.0
2022,4,16,side lateral,1,24.0,0.0
2022,4,16,side lateral,2,24.0,0.0
2022,4,16,side lateral,3,24.0,0.0
2022,4,16,side lateral,4,0.0,0.0
2022,4,16,straight arm pulldown,1,18.0,20.0
2022,4,16,straight arm pulldown,2,14.0,20.0
2022,4,16,straight arm pulldown,3,13.0,20.0
2022,4,16,straight arm pulldown,4,0.0,0.0
2022,4,18,atg split squat,1,6.0,34.0
2022,4,18,atg split squat,2,6.0,34.0
2022,4,18,atg split squat,3,6.0,34.0
2022,4,18,atg split squat,4,0.0,0.0
2022,4,18,regular dl,1,5.0,115.0
2022,4,18,regular dl,2,5.0,115.0
2022,4,18,regular dl,3,5.0,115.0
2022,4,18,regular dl,4,4.0,115.0
2022,4,18,sissy squats,1,17.0,0.0
2022,4,18,sissy squats,2,16.0,0.0
2022,4,18,sissy squats,3,10.0,10.0
2022,4,18,sissy squats,4,0.0,0.0
2022,4,22, band triceps extensions,1,10.0,0.0
2022,4,22, band triceps extensions,2,9.0,0.0
2022,4,22, band triceps extensions,3,9.0,0.0
2022,4,22, band triceps extensions,4,0.0,0.0
2022,4,22,band crossover,1,18.0,0.0
2022,4,22,band crossover,2,16.0,0.0
2022,4,22,band crossover,3,15.0,0.0
2022,4,22,band crossover,4,0.0,0.0
2022,4,22,bench press,1,5.0,65.0
2022,4,22,bench press,2,4.0,65.0
2022,4,22,bench press,3,5.0,60.0
2022,4,22,bench press,4,5.0,60.0
2022,4,22,lat pulldown,1,9.0,65.0
2022,4,22,lat pulldown,2,8.0,65.0
2022,4,22,lat pulldown,3,7.0,65.0
2022,4,22,lat pulldown,4,0.0,0.0
2022,4,22,ring rows,1,12.0,0.0
2022,4,22,ring rows,2,11.0,0.0
2022,4,22,ring rows,3,9.0,0.0
2022,4,22,ring rows,4,0.0,0.0
2022,4,22,weighted pull ups,1,5.0,10.0
2022,4,22,weighted pull ups,2,5.0,10.0
2022,4,22,weighted pull ups,3,5.0,5.0
2022,4,22,weighted pull ups,4,5.0,5.0
2022,4,24,back squat,1,5.0,85.0
2022,4,24,back squat,2,5.0,80.0
2022,4,24,back squat,3,6.0,75.0
2022,4,24,back squat,4,8.0,70.0
2022,4,24,rdls,1,12.0,100.0
2022,4,24,rdls,2,11.0,100.0
2022,4,24,rdls,3,11.0,100.0
2022,4,24,rdls,4,0.0,0.0
2022,4,24,reverse nordics,1,13.0,10.0
2022,4,24,reverse nordics,2,12.0,10.0
2022,4,24,reverse nordics,3,12.0,10.0
2022,4,24,reverse nordics,4,0.0,0.0
2022,4,24,single leg machine curls,1,11.0,5.0
2022,4,24,single leg machine curls,2,11.0,5.0
2022,4,24,single leg machine curls,3,10.0,5.0
2022,4,24,single leg machine curls,4,0.0,0.0
2022,4,26,bench press (pause),1,4.0,65.0
2022,4,26,bench press (pause),2,5.0,60.0
2022,4,26,bench press (pause),3,7.0,55.0
2022,4,26,bench press (pause),4,6.0,55.0
2022,4,26,dips,1,10.0,0.0
2022,4,26,dips,2,7.0,0.0
2022,4,26,dips,3,6.0,0.0
2022,4,26,dips,4,0.0,0.0
2022,4,26,lat pulldown,1,10.0,65.0
2022,4,26,lat pulldown,2,9.0,65.0
2022,4,26,lat pulldown,3,8.0,65.0
2022,4,26,lat pulldown,4,0.0,0.0
2022,4,26,ring rows,1,15.0,0.0
2022,4,26,ring rows,2,12.0,0.0
2022,4,26,ring rows,3,8.0,0.0
2022,4,26,ring rows,4,0.0,0.0
2022,4,26,side lateral,1,15.0,5.0
2022,4,26,side lateral,2,15.0,5.0
2022,4,26,side lateral,3,15.0,5.0
2022,4,26,side lateral,4,0.0,0.0
2022,4,26,tricep extensions,1,10.0,0.0
2022,4,26,tricep extensions,2,10.0,0.0
2022,4,26,tricep extensions,3,10.0,0.0
2022,4,26,tricep extensions,4,0.0,0.0
2022,4,28,bw atg split squats,1,18.0,0.0
2022,4,28,bw atg split squats,2,16.0,0.0
2022,4,28,bw atg split squats,3,16.0,0.0
2022,4,28,bw atg split squats,4,0.0,0.0
2022,4,28,hamstring curls,1,11.0,5.0
2022,4,28,hamstring curls,2,11.0,5.0
2022,4,28,hamstring curls,3,10.0,5.0
2022,4,28,hamstring curls,4,0.0,0.0
2022,4,28,squat (pin),1,9.0,70.0
2022,4,28,squat (pin),2,10.0,70.0
2022,4,28,squat (pin),3,10.0,70.0
2022,4,28,squat (pin),4,0.0,0.0
2022,4,28,sumo dl,1,5.0,115.0
2022,4,28,sumo dl,2,6.0,115.0
2022,4,28,sumo dl,3,5.0,115.0
2022,4,28,sumo dl,4,0.0,0.0
2022,4,30,barbell curls,1,8.0,40.0
2022,4,30,barbell curls,2,8.0,40.0
2022,4,30,barbell curls,3,7.0,40.0
2022,4,30,barbell curls,4,0.0,0.0
2022,4,30,bench press,1,4.0,70.0
2022,4,30,bench press,2,5.0,65.0
2022,4,30,bench press,3,6.0,60.0
2022,4,30,bench press,4,6.0,60.0
2022,4,30,delt row,1,13.0,0.0
2022,4,30,delt row,2,11.0,0.0
2022,4,30,delt row,3,11.0,0.0
2022,4,30,delt row,4,0.0,0.0
2022,4,30,overhead press,1,6.0,40.0
2022,4,30,overhead press,2,7.0,35.0
2022,4,30,overhead press,3,7.0,35.0
2022,4,30,overhead press,4,0.0,0.0
2022,4,30,straight arm pulldown,1,18.0,20.0
2022,4,30,straight arm pulldown,2,16.0,20.0
2022,4,30,straight arm pulldown,3,14.0,20.0
2022,4,30,straight arm pulldown,4,0.0,0.0
2022,4,30,weighted pull ups,1,6.0,10.0
2022,4,30,weighted pull ups,2,5.0,10.0
2022,4,30,weighted pull ups,3,6.0,5.0
2022,4,30,weighted pull ups,4,0.0,0.0
2022,5,2,backsquats,1,6.0,85.0
2022,5,2,backsquats,2,5.0,85.0
2022,5,2,backsquats,3,6.0,80.0
2022,5,2,backsquats,4,5.0,80.0
2022,5,2,leg curls,1,10.0,5.0
2022,5,2,leg curls,2,7.0,5.0
2022,5,2,leg curls,3,8.0,5.0
2022,5,2,leg curls,4,0.0,0.0
2022,5,2,rdls,1,11.0,105.0
2022,5,2,rdls,2,10.0,105.0
2022,5,2,rdls,3,13.0,100.0
2022,5,2,rdls,4,0.0,0.0
2022,5,2,reverse nordics,1,16.0,10.0
2022,5,2,reverse nordics,2,14.0,0.0
2022,5,2,reverse nordics,3,14.0,0.0
2022,5,2,reverse nordics,4,0.0,0.0
2022,5,4,bench press (pause),1,4.0,65.0
2022,5,4,bench press (pause),2,5.0,60.0
2022,5,4,bench press (pause),3,6.0,57.5
2022,5,4,bench press (pause),4,5.0,57.5
2022,5,4,dips,1,10.0,0.0
2022,5,4,dips,2,9.0,0.0
2022,5,4,dips,3,8.0,0.0
2022,5,4,dips,4,0.0,0.0
2022,5,4,one arm lat pulldown,1,10.0,25.0
2022,5,4,one arm lat pulldown,2,10.0,25.0
2022,5,4,one arm lat pulldown,3,9.0,25.0
2022,5,4,one arm lat pulldown,4,0.0,0.0
2022,5,4,ring rows,1,14.0,0.0
2022,5,4,ring rows,2,10.0,0.0
2022,5,4,ring rows,3,9.0,0.0
2022,5,4,ring rows,4,0.0,0.0
2022,5,4,side lateral,1,16.0,5.0
2022,5,4,side lateral,2,15.0,5.0
2022,5,4,side lateral,3,12.0,5.0
2022,5,4,side lateral,4,0.0,0.0
2022,5,4,tricep extensions,1,15.0,0.0
2022,5,4,tricep extensions,2,12.0,0.0
2022,5,4,tricep extensions,3,10.0,0.0
2022,5,4,tricep extensions,4,0.0,0.0
2022,5,6,bw atg split squats,1,20.0,0.0
2022,5,6,bw atg split squats,2,18.0,0.0
2022,5,6,bw atg split squats,3,18.0,0.0
2022,5,6,bw atg split squats,4,0.0,0.0
2022,5,6,hamstring curls,1,15.0,5.0
2022,5,6,hamstring curls,2,14.0,5.0
2022,5,6,hamstring curls,3,13.0,5.0
2022,5,6,hamstring curls,4,0.0,0.0
2022,5,6,squat (pin),1,4.0,75.0
2022,5,6,squat (pin),2,7.0,70.0
2022,5,6,squat (pin),3,8.0,65.0
2022,5,6,squat (pin),4,0.0,0.0
2022,5,6,sumo dl,1,5.0,120.0
2022,5,6,sumo dl,2,5.0,115.0
2022,5,6,sumo dl,3,5.0,115.0
2022,5,6,sumo dl,4,5.0,115.0
2022,5,8,barbell curls,1,9.0,40.0
2022,5,8,barbell curls,2,8.0,40.0
2022,5,8,barbell curls,3,7.0,40.0
2022,5,8,barbell curls,4,0.0,0.0
2022,5,8,bench press,1,3.0,70.0
2022,5,8,bench press,2,5.0,65.0
2022,5,8,bench press,3,6.0,60.0
2022,5,8,bench press,4,6.0,60.0
2022,5,8,delt row,1,14.0,0.0
2022,5,8,delt row,2,12.0,0.0
2022,5,8,delt row,3,11.0,0.0
2022,5,8,delt row,4,0.0,0.0
2022,5,8,overhead press,1,6.0,42.5
2022,5,8,overhead press,2,5.0,42.5
2022,5,8,overhead press,3,5.0,40.0
2022,5,8,overhead press,4,0.0,0.0
2022,5,8,straight arm pulldown,1,12.0,0.0
2022,5,8,straight arm pulldown,2,12.0,0.0
2022,5,8,straight arm pulldown,3,11.0,0.0
2022,5,8,straight arm pulldown,4,0.0,0.0
2022,5,8,weighted pull ups,1,6.0,10.0
2022,5,8,weighted pull ups,2,5.0,10.0
2022,5,8,weighted pull ups,3,7.0,5.0
2022,5,8,weighted pull ups,4,0.0,0.0
2022,5,10,backsquats,1,6.0,87.5
2022,5,10,backsquats,2,5.0,87.5
2022,5,10,backsquats,3,6.0,85.0
2022,5,10,backsquats,4,5.0,85.0
2022,5,10,leg curls,1,7.0,10.0
2022,5,10,leg curls,2,7.0,10.0
2022,5,10,leg curls,3,7.0,10.0
2022,5,10,leg curls,4,0.0,0.0
2022,5,10,rdls,1,10.0,110.0
2022,5,10,rdls,2,12.0,105.0
2022,5,10,rdls,3,12.0,105.0
2022,5,10,rdls,4,0.0,0.0
2022,5,10,reverse nordics,1,14.0,0.0
2022,5,10,reverse nordics,2,13.0,0.0
2022,5,10,reverse nordics,3,12.0,0.0
2022,5,10,reverse nordics,4,0.0,0.0
2022,5,12,dips,1,12.0,0.0
2022,5,12,dips,2,9.0,0.0
2022,5,12,dips,3,7.0,0.0
2022,5,12,dips,4,0.0,0.0
2022,5,12,larsen press,1,5.0,65.0
2022,5,12,larsen press,2,8.0,60.0
2022,5,12,larsen press,3,6.0,60.0
2022,5,12,larsen press,4,5.0,60.0
2022,5,12,one arm lat pulldown,1,9.0,30.0
2022,5,12,one arm lat pulldown,2,9.0,30.0
2022,5,12,one arm lat pulldown,3,8.0,30.0
2022,5,12,one arm lat pulldown,4,0.0,0.0
2022,5,12,ring rows,1,16.0,0.0
2022,5,12,ring rows,2,11.0,0.0
2022,5,12,ring rows,3,10.0,0.0
2022,5,12,ring rows,4,0.0,0.0
2022,5,12,side lateral,1,17.0,5.0
2022,5,12,side lateral,2,14.0,5.0
2022,5,12,side lateral,3,15.0,3.75
2022,5,12,side lateral,4,0.0,0.0
2022,5,12,tricep extensions,1,16.0,0.0
2022,5,12,tricep extensions,2,14.0,0.0
2022,5,12,tricep extensions,3,11.0,0.0
2022,5,12,tricep extensions,4,0.0,0.0
2022,5,14,bw atg split squats,1,22.0,0.0
2022,5,14,bw atg split squats,2,20.0,0.0
2022,5,14,bw atg split squats,3,20.0,0.0
2022,5,14,bw atg split squats,4,0.0,0.0
2022,5,14,hamstring curls,1,10.0,10.0
2022,5,14,hamstring curls,2,9.0,10.0
2022,5,14,hamstring curls,3,9.0,10.0
2022,5,14,hamstring curls,4,0.0,0.0
2022,5,14,squat (pin),1,6.0,75.0
2022,5,14,squat (pin),2,6.0,75.0
2022,5,14,squat (pin),3,6.0,75.0
2022,5,14,squat (pin),4,0.0,0.0
2022,5,14,sumo dl,1,5.0,120.0
2022,5,14,sumo dl,2,4.0,120.0
2022,5,14,sumo dl,3,6.0,115.0
2022,5,14,sumo dl,4,5.0,115.0
2022,5,18,barbell curls,1,8.0,42.5
2022,5,18,barbell curls,2,8.0,40.0
2022,5,18,barbell curls,3,7.0,40.0
2022,5,18,barbell curls,4,0.0,0.0
2022,5,18,bench press,1,3.0,70.0
2022,5,18,bench press,2,5.0,65.0
2022,5,18,bench press,3,4.0,65.0
2022,5,18,bench press,4,7.0,60.0
2022,5,18,delt row,1,13.0,0.0
2022,5,18,delt row,2,11.0,0.0
2022,5,18,delt row,3,10.0,0.0
2022,5,18,delt row,4,0.0,0.0
2022,5,18,overhead press,1,5.0,45.0
2022,5,18,overhead press,2,5.0,42.5
2022,5,18,overhead press,3,5.0,40.0
2022,5,18,overhead press,4,0.0,0.0
2022,5,18,straight arm pulldown,1,11.0,5.0
2022,5,18,straight arm pulldown,2,11.0,5.0
2022,5,18,straight arm pulldown,3,11.0,5.0
2022,5,18,straight arm pulldown,4,0.0,0.0
2022,5,18,weighted pull ups,1,7.0,10.0
2022,5,18,weighted pull ups,2,6.0,10.0
2022,5,18,weighted pull ups,3,5.0,10.0
2022,5,18,weighted pull ups,4,0.0,0.0
2022,5,20,backsquats,1,5.0,90.0
2022,5,20,backsquats,2,6.0,85.0
2022,5,20,backsquats,3,6.0,85.0
2022,5,20,backsquats,4,5.0,85.0
2022,5,20,leg curls,1,11.0,10.0
2022,5,20,leg curls,2,10.0,10.0
2022,5,20,leg curls,3,9.0,10.0
2022,5,20,leg curls,4,0.0,0.0
2022,5,20,rdls,1,10.0,110.0
2022,5,20,rdls,2,12.0,105.0
2022,5,20,rdls,3,12.0,105.0
2022,5,20,rdls,4,0.0,0.0
2022,5,20,reverse nordics,1,14.0,0.0
2022,5,20,reverse nordics,2,13.0,0.0
2022,5,20,reverse nordics,3,12.0,0.0
2022,5,20,reverse nordics,4,0.0,0.0
2022,5,22,dips,1,8.0,5.0
2022,5,22,dips,2,10.0,0.0
2022,5,22,dips,3,9.0,0.0
2022,5,22,dips,4,0.0,0.0
2022,5,22,larsen press,1,5.0,67.5
2022,5,22,larsen press,2,7.0,62.5
2022,5,22,larsen press,3,5.0,62.5
2022,5,22,larsen press,4,6.0,60.0
2022,5,22,one arm lat pulldown,1,9.0,30.0
2022,5,22,one arm lat pulldown,2,8.0,30.0
2022,5,22,one arm lat pulldown,3,8.0,30.0
2022,5,22,one arm lat pulldown,4,0.0,0.0
2022,5,22,ring rows,1,15.0,0.0
2022,5,22,ring rows,2,13.0,0.0
2022,5,22,ring rows,3,12.0,0.0
2022,5,22,ring rows,4,0.0,0.0
2022,5,22,side lateral,1,14.0,5.0
2022,5,22,side lateral,2,11.0,5.0
2022,5,22,side lateral,3,10.0,5.0
2022,5,22,side lateral,4,0.0,0.0
2022,5,22,tricep extensions,1,14.0,0.0
2022,5,22,tricep extensions,2,13.0,0.0
2022,5,22,tricep extensions,3,12.0,0.0
2022,5,22,tricep extensions,4,0.0,0.0
2022,5,26,bw lunges,1,34.0,0.0
2022,5,26,bw lunges,2,16.0,10.0
2022,5,26,bw lunges,3,16.0,10.0
2022,5,26,bw lunges,4,0.0,0.0
2022,5,26,hamstring curls,1,12.0,10.0
2022,5,26,hamstring curls,2,11.0,10.0
2022,5,26,hamstring curls,3,9.0,10.0
2022,5,26,hamstring curls,4,0.0,0.0
2022,5,26,squat (pin),1,6.0,80.0
2022,5,26,squat (pin),2,5.0,80.0
2022,5,26,squat (pin),3,7.0,75.0
2022,5,26,squat (pin),4,0.0,0.0
2022,5,26,sumo dl,1,4.0,125.0
2022,5,26,sumo dl,2,5.0,120.0
2022,5,26,sumo dl,3,4.0,120.0
2022,5,26,sumo dl,4,6.0,115.0
2022,5,28,backsquats,1,5.0,90.0
2022,5,28,backsquats,2,5.0,90.0
2022,5,28,backsquats,3,6.0,85.0
2022,5,28,backsquats,4,6.0,85.0
2022,5,28,barbell curls,1,8.0,42.5
2022,5,28,barbell curls,2,6.0,42.5
2022,5,28,barbell curls,3,7.0,40.0
2022,5,28,barbell curls,4,0.0,0.0
2022,5,28,bench press,1,4.0,67.5
2022,5,28,bench press,2,5.0,65.0
2022,5,28,bench press,3,5.0,62.5
2022,5,28,bench press,4,5.0,62.5
2022,5,28,delt row,1,13.0,0.0
2022,5,28,delt row,2,11.0,0.0
2022,5,28,delt row,3,11.0,0.0
2022,5,28,delt row,4,0.0,0.0
2022,5,28,good mornings,1,12.0,50.0
2022,5,28,good mornings,2,12.0,50.0
2022,5,28,good mornings,3,12.0,50.0
2022,5,28,good mornings,4,0.0,0.0
2022,5,28,leg curls,1,0.0,0.0
2022,5,28,leg curls,2,0.0,0.0
2022,5,28,leg curls,3,0.0,0.0
2022,5,28,leg curls,4,0.0,0.0
2022,5,28,overhead press,1,5.0,45.0
2022,5,28,overhead press,2,5.0,42.5
2022,5,28,overhead press,3,6.0,40.0
2022,5,28,overhead press,4,0.0,0.0
2022,5,28,reverse nordics,1,0.0,0.0
2022,5,28,reverse nordics,2,0.0,0.0
2022,5,28,reverse nordics,3,0.0,0.0
2022,5,28,reverse nordics,4,0.0,0.0
2022,5,28,straight arm pulldown,1,13.0,5.0
2022,5,28,straight arm pulldown,2,12.0,5.0
2022,5,28,straight arm pulldown,3,10.0,5.0
2022,5,28,straight arm pulldown,4,0.0,0.0
2022,5,28,weighted pull ups,1,8.0,10.0
2022,5,28,weighted pull ups,2,6.0,10.0
2022,5,28,weighted pull ups,3,6.0,10.0
2022,5,28,weighted pull ups,4,0.0,0.0
2022,6,2,dips,1,8.0,5.0
2022,6,2,dips,2,8.0,0.0
2022,6,2,dips,3,6.0,0.0
2022,6,2,dips,4,0.0,0.0
2022,6,2,larsen press,1,4.0,70.0
2022,6,2,larsen press,2,5.0,65.0
2022,6,2,larsen press,3,7.0,62.5
2022,6,2,larsen press,4,5.0,62.5
2022,6,2,one arm lat pulldown,1,9.0,30.0
2022,6,2,one arm lat pulldown,2,8.0,30.0
2022,6,2,one arm lat pulldown,3,8.0,30.0
2022,6,2,one arm lat pulldown,4,0.0,0.0
2022,6,2,ring rows,1,14.0,0.0
2022,6,2,ring rows,2,10.0,0.0
2022,6,2,ring rows,3,8.0,0.0
2022,6,2,ring rows,4,0.0,0.0
2022,6,2,side lateral,1,15.0,5.0
2022,6,2,side lateral,2,15.0,5.0
2022,6,2,side lateral,3,14.0,5.0
2022,6,2,side lateral,4,0.0,0.0
2022,6,2,tricep extensions,1,12.0,0.0
2022,6,2,tricep extensions,2,14.0,0.0
2022,6,2,tricep extensions,3,13.0,0.0
2022,6,2,tricep extensions,4,0.0,0.0
2022,6,4,atg heel elevated squat,1,16.0,19.5
2022,6,4,atg heel elevated squat,2,12.0,19.5
2022,6,4,atg heel elevated squat,3,11.0,19.5
2022,6,4,atg heel elevated squat,4,0.0,0.0
2022,6,4,hamstring curls,1,11.0,10.0
2022,6,4,hamstring curls,2,10.0,10.0
2022,6,4,hamstring curls,3,9.0,10.0
2022,6,4,hamstring curls,4,0.0,0.0
2022,6,4,squat (pin),1,7.0,80.0
2022,6,4,squat (pin),2,7.0,80.0
2022,6,4,squat (pin),3,6.0,80.0
2022,6,4,squat (pin),4,0.0,0.0
2022,6,4,sumo dl,1,5.0,125.0
2022,6,4,sumo dl,2,5.0,120.0
2022,6,4,sumo dl,3,5.0,120.0
2022,6,4,sumo dl,4,6.0,115.0
2022,6,6,bench press,1,4.0,70.0
2022,6,6,bench press,2,5.0,65.0
2022,6,6,bench press,3,6.0,62.5
2022,6,6,bench press,4,4.0,62.5
2022,6,6,db curls,1,12.0,19.5
2022,6,6,db curls,2,14.0,17.0
2022,6,6,db curls,3,16.0,14.5
2022,6,6,db curls,4,0.0,0.0
2022,6,6,delt row,1,15.0,0.0
2022,6,6,delt row,2,13.0,0.0
2022,6,6,delt row,3,11.0,0.0
2022,6,6,delt row,4,0.0,0.0
2022,6,6,overhead press,1,5.0,45.0
2022,6,6,overhead press,2,4.0,45.0
2022,6,6,overhead press,3,5.0,42.5
2022,6,6,overhead press,4,0.0,0.0
2022,6,6,straight arm pulldown,1,16.0,5.0
2022,6,6,straight arm pulldown,2,14.0,5.0
2022,6,6,straight arm pulldown,3,14.0,5.0
2022,6,6,straight arm pulldown,4,0.0,0.0
2022,6,6,weighted pull ups,1,6.0,12.5
2022,6,6,weighted pull ups,2,6.0,10.0
2022,6,6,weighted pull ups,3,6.0,10.0
