year,month,day,exercise,set #,reps,weight
2022,6,6,weighted pull ups,4,0.0,0.0
2022,6,8,backsquats,1,5.0,92.5
2022,6,8,backsquats,2,5.0,90.0
2022,6,8,backsquats,3,6.0,85.0
2022,6,8,backsquats,4,6.0,85.0
2022,6,8,good mornings,1,14.0,60.0
2022,6,8,good mornings,2,14.0,60.0
2022,6,8,good mornings,3,13.0,60.0
2022,6,8,good mornings,4,0.0,0.0
2022,6,8,leg curls,1,12.0,10.0
2022,6,8,leg curls,2,11.0,10.0
2022,6,8,leg curls,3,8.0,10.0
2022,6,8,leg curls,4,0.0,0.0
2022,6,8,reverse nordics,1,8.0,0.0
2022,6,8,reverse nordics,2,8.0,0.0
2022,6,8,reverse nordics,3,7.0,0.0
2022,6,8,reverse nordics,4,0.0,0.0
2022,6,11,dips,1,11.0,0.0
2022,6,11,dips,2,9.0,0.0
2022,6,11,dips,3,7.0,0.0
2022,6,11,dips,4,0.0,0.0
2022,6,11,larsen press,1,4.0,70.0
2022,6,11,larsen press,2,5.0,65.0
2022,6,11,larsen press,3,5.0,62.5
2022,6,11,larsen press,4,7.0,57.5
2022,6,11,one arm lat pulldown,1,7.0,30.0
2022,6,11,one arm lat pulldown,2,9.0,25.0
2022,6,11,one arm lat pulldown,3,9.0,25.0
2022,6,11,one arm lat pulldown,4,0.0,0.0
2022,6,11,ring rows,1,14.0,0.0
2022,6,11,ring rows,2,11.0,0.0
2022,6,11,ring rows,3,10.0,0.0
2022,6,11,ring rows,4,0.0,0.0
2022,6,11,side lateral,1,16.0,5.0
2022,6,11,side lateral,2,15.0,5.0
2022,6,11,side lateral,3,14.0,5.0
2022,6,11,side lateral,4,0.0,0.0
2022,6,11,tricep extensions,1,14.0,0.0
2022,6,11,tricep extensions,2,12.0,0.0
2022,6,11,tricep extensions,3,11.0,0.0
2022,6,11,tricep extensions,4,0.0,0.0
2022,6,13,atg heel elevated squat,1,14.0,22.0
2022,6,13,atg heel elevated squat,2,12.0,22.0
2022,6,13,atg heel elevated squat,3,12.0,22.0
2022,6,13,atg heel elevated squat,4,0.0,0.0
2022,6,13,hamstring curls,1,10.0,10.0
2022,6,13,hamstring curls,2,9.0,10.0
2022,6,13,hamstring curls,3,8.0,10.0
2022,6,13,hamstring curls,4,0.0,0.0
2022,6,13,squat (pin),1,7.0,80.0
2022,6,13,squat (pin),2,6.0,80.0
2022,6,13,squat (pin),3,6.0,80.0
2022,6,13,squat (pin),4,0.0,0.0
2022,6,13,sumo dl,1,2.0,125.0
2022,6,13,sumo dl,2,5.0,115.0
2022,6,13,sumo dl,3,3.0,110.0
2022,6,13,sumo dl,4,10.0,90.0
2022,6,15,db curls,1,10.0,19.5
2022,6,15,db curls,2,10.0,17.0
2022,6,15,db curls,3,18.0,12.0
2022,6,15,db curls,4,0.0,0.0
2022,6,15,delt row,1,13.0,0.0
2022,6,15,delt row,2,11.0,0.0
2022,6,15,delt row,3,11.0,0.0
2022,6,15,delt row,4,0.0,0.0
2022,6,15,overhead press,1,5.0,45.0
2022,6,15,overhead press,2,6.0,40.0
2022,6,15,overhead press,3,5.0,40.0
2022,6,15,overhead press,4,0.0,0.0
2022,6,15,push ups,1,6.0,20.0
2022,6,15,push ups,2,5.0,20.0
2022,6,15,push ups,3,4.0,17.5
2022,6,15,push ups,4,5.0,15.0
2022,6,15,straight arm pulldown,1,8.0,10.0
2022,6,15,straight arm pulldown,2,16.0,5.0
2022,6,15,straight arm pulldown,3,14.0,5.0
2022,6,15,straight arm pulldown,4,0.0,0.0
2022,6,15,weighted pull ups,1,6.0,12.5
2022,6,15,weighted pull ups,2,6.0,10.0
2022,6,15,weighted pull ups,3,6.0,10.0
2022,6,15,weighted pull ups,4,0.0,0.0
2022,6,17,backsquats,1,6.0,90.0
2022,6,17,backsquats,2,5.0,90.0
2022,6,17,backsquats,3,5.0,90.0
2022,6,17,backsquats,4,6.0,85.0
2022,6,17,good mornings,1,12.0,65.0
2022,6,17,good mornings,2,14.0,65.0
2022,6,17,good mornings,3,13.0,65.0
2022,6,17,good mornings,4,0.0,0.0
2022,6,17,leg curls,1,11.0,10.0
2022,6,17,leg curls,2,10.0,10.0
2022,6,17,leg curls,3,9.0,10.0
2022,6,17,leg curls,4,0.0,0.0
2022,6,17,reverse nordics,1,8.0,0.0
2022,6,17,reverse nordics,2,7.0,0.0
2022,6,17,reverse nordics,3,7.0,0.0
2022,6,17,reverse nordics,4,0.0,0.0
2022,6,19,bench press,1,5.0,65.0
2022,6,19,bench press,2,6.0,60.0
2022,6,19,bench press,3,7.0,55.0
2022,6,19,bench press,4,7.0,55.0
2022,6,19,dips,1,10.0,0.0
2022,6,19,dips,2,8.0,0.0
2022,6,19,dips,3,7.0,0.0
2022,6,19,dips,4,0.0,0.0
2022,6,19,one arm lat pulldown,1,8.0,30.0
2022,6,19,one arm lat pulldown,2,11.0,25.0
2022,6,19,one arm lat pulldown,3,11.0,25.0
2022,6,19,one arm lat pulldown,4,0.0,0.0
2022,6,19,ring rows,1,15.0,0.0
2022,6,19,ring rows,2,12.0,0.0
2022,6,19,ring rows,3,11.0,0.0
2022,6,19,ring rows,4,0.0,0.0
2022,6,19,side lateral,1,14.0,5.0
2022,6,19,side lateral,2,12.0,5.0
2022,6,19,side lateral,3,10.0,5.0
2022,6,19,side lateral,4,0.0,0.0
2022,6,19,tricep extensions,1,14.0,0.0
2022,6,19,tricep extensions,2,11.0,0.0
2022,6,19,tricep extensions,3,10.0,0.0
2022,6,19,tricep extensions,4,0.0,0.0
2022,6,22,atg heel elevated squat,1,16.0,22.0
2022,6,22,atg heel elevated squat,2,14.0,22.0
2022,6,22,atg heel elevated squat,3,12.0,22.0
2022,6,22,atg heel elevated squat,4,0.0,0.0
2022,6,22,hamstring curls,1,12.0,10.0
2022,6,22,hamstring curls,2,11.0,10.0
2022,6,22,hamstring curls,3,9.0,10.0
2022,6,22,hamstring curls,4,0.0,0.0
2022,6,22,squat (pin),1,6.0,85.0
2022,6,22,squat (pin),2,5.0,85.0
2022,6,22,squat (pin),3,6.0,80.0
2022,6,22,squat (pin),4,0.0,0.0
2022,6,22,sumo dl,1,6.0,120.0
2022,6,22,sumo dl,2,5.0,120.0
2022,6,22,sumo dl,3,5.0,120.0
2022,6,22,sumo dl,4,6.0,115.0
2022,6,24,delt row,1,14.0,0.0
2022,6,24,delt row,2,11.0,0.0
2022,6,24,delt row,3,11.0,0.0
2022,6,24,delt row,4,0.0,0.0
2022,6,24,overhead press,1,7.0,40.0
2022,6,24,overhead press,2,5.0,40.0
2022,6,24,overhead press,3,5.0,40.0
2022,6,24,overhead press,4,0.0,0.0
2022,6,24,push ups,1,7.0,20.0
2022,6,24,push ups,2,5.0,20.0
2022,6,24,push ups,3,6.0,15.0
2022,6,24,push ups,4,5.0,15.0
2022,6,24,ring curls,1,7.0,0.0
2022,6,24,ring curls,2,6.0,0.0
2022,6,24,ring curls,3,6.0,0.0
2022,6,24,ring curls,4,0.0,0.0
2022,6,24,straight arm pulldown,1,8.0,10.0
2022,6,24,straight arm pulldown,2,7.0,10.0
2022,6,24,straight arm pulldown,3,14.0,5.0
2022,6,24,straight arm pulldown,4,0.0,0.0
2022,6,24,weighted pull ups,1,7.0,12.5
2022,6,24,weighted pull ups,2,6.0,12.5
2022,6,24,weighted pull ups,3,7.0,10.0
2022,6,24,weighted pull ups,4,0.0,0.0
2022,6,27,backsquats,1,5.0,95.0
2022,6,27,backsquats,2,5.0,90.0
2022,6,27,backsquats,3,5.0,90.0
2022,6,27,backsquats,4,6.0,85.0
2022,6,27,good mornings,1,16.0,65.0
2022,6,27,good mornings,2,14.0,65.0
2022,6,27,good mornings,3,14.0,65.0
2022,6,27,good mornings,4,0.0,0.0
2022,6,27,leg curls,1,13.0,10.0
2022,6,27,leg curls,2,11.0,10.0
2022,6,27,leg curls,3,11.0,10.0
2022,6,27,leg curls,4,0.0,0.0
2022,6,27,reverse nordics,1,11.0,0.0
2022,6,27,reverse nordics,2,9.0,0.0
2022,6,27,reverse nordics,3,8.0,0.0
2022,6,27,reverse nordics,4,0.0,0.0
2022,6,29,dips,1,10.0,0.0
2022,6,29,dips,2,8.0,0.0
2022,6,29,dips,3,7.0,0.0
2022,6,29,dips,4,0.0,0.0
2022,6,29,one arm lat pulldown,1,8.0,30.0
2022,6,29,one arm lat pulldown,2,12.0,25.0
2022,6,29,one arm lat pulldown,3,11.0,25.0
2022,6,29,one arm lat pulldown,4,0.0,0.0
2022,6,29,push ups,1,5.0,22.5
2022,6,29,push ups,2,6.0,20.0
2022,6,29,push ups,3,5.0,20.0
2022,6,29,push ups,4,5.0,17.5
2022,6,29,ring rows,1,15.0,0.0
2022,6,29,ring rows,2,13.0,0.0
2022,6,29,ring rows,3,12.0,0.0
2022,6,29,ring rows,4,0.0,0.0
2022,6,29,side lateral,1,14.0,5.0
2022,6,29,side lateral,2,12.0,5.0
2022,6,29,side lateral,3,11.0,0.0
2022,6,29,side lateral,4,0.0,0.0
2022,6,29,tricep extensions,1,15.0,0.0
2022,6,29,tricep extensions,2,14.0,0.0
2022,6,29,tricep extensions,3,11.0,0.0
2022,6,29,tricep extensions,4,0.0,0.0
2022,7,1,atg heel elevated squat,1,10.0,30.0
2022,7,1,atg heel elevated squat,2,10.0,30.0
2022,7,1,atg heel elevated squat,3,10.0,30.0
2022,7,1,atg heel elevated squat,4,0.0,0.0
2022,7,1,hamstring curls,1,6.0,15.0
2022,7,1,hamstring curls,2,10.0,10.0
2022,7,1,hamstring curls,3,10.0,10.0
2022,7,1,hamstring curls,4,0.0,0.0
2022,7,1,squat (pin),1,6.0,85.0
2022,7,1,squat (pin),2,6.0,85.0
2022,7,1,squat (pin),3,5.0,85.0
2022,7,1,squat (pin),4,0.0,0.0
2022,7,1,sumo dl,1,5.0,125.0
2022,7,1,sumo dl,2,5.0,120.0
2022,7,1,sumo dl,3,2.0,120.0
2022,7,1,sumo dl,4,8.0,110.0
2022,7,3,db curls,1,7.0,17.0
2022,7,3,db curls,2,6.0,17.0
2022,7,3,db curls,3,9.0,14.5
2022,7,3,db curls,4,0.0,0.0
2022,7,3,delt row,1,16.0,0.0
2022,7,3,delt row,2,13.0,0.0
2022,7,3,delt row,3,12.0,0.0
2022,7,3,delt row,4,0.0,0.0
2022,7,3,overhead press,1,5.0,42.5
2022,7,3,overhead press,2,6.0,40.0
2022,7,3,overhead press,3,5.0,40.0
2022,7,3,overhead press,4,0.0,0.0
2022,7,3,push ups,1,5.0,22.5
2022,7,3,push ups,2,5.0,20.0
2022,7,3,push ups,3,5.0,20.0
2022,7,3,push ups,4,6.0,17.5
2022,7,3,straight arm pulldown,1,9.0,10.0
2022,7,3,straight arm pulldown,2,8.0,10.0
2022,7,3,straight arm pulldown,3,16.0,5.0
2022,7,3,straight arm pulldown,4,0.0,0.0
2022,7,3,weighted pull ups,1,6.0,15.0
2022,7,3,weighted pull ups,2,5.0,15.0
2022,7,3,weighted pull ups,3,6.0,12.5
2022,7,3,weighted pull ups,4,0.0,0.0
2022,7,8,backsquats,1,5.0,90.0
2022,7,8,backsquats,2,5.0,90.0
2022,7,8,backsquats,3,5.0,90.0
2022,7,8,backsquats,4,5.0,90.0
2022,7,8,hypers,1,16.0,44.0
2022,7,8,hypers,2,14.0,44.0
2022,7,8,hypers,3,10.0,44.0
2022,7,8,hypers,4,0.0,0.0
2022,7,8,leg curls,1,10.0,10.0
2022,7,8,leg curls,2,8.0,10.0
2022,7,8,leg curls,3,7.0,10.0
2022,7,8,leg curls,4,0.0,0.0
2022,7,8,reverse nordics,1,10.0,0.0
2022,7,8,reverse nordics,2,10.0,0.0
2022,7,8,reverse nordics,3,10.0,0.0
2022,7,8,reverse nordics,4,0.0,0.0
2022,7,10,dips,1,11.0,0.0
2022,7,10,dips,2,6.0,0.0
2022,7,10,dips,3,5.0,0.0
2022,7,10,dips,4,0.0,0.0
2022,7,10,one arm lat pulldown,1,9.0,30.0
2022,7,10,one arm lat pulldown,2,9.0,30.0
2022,7,10,one arm lat pulldown,3,8.0,30.0
2022,7,10,one arm lat pulldown,4,0.0,0.0
2022,7,10,push ups,1,6.0,22.5
2022,7,10,push ups,2,5.0,22.5
2022,7,10,push ups,3,5.0,20.0
2022,7,10,push ups,4,5.0,17.5
2022,7,10,side lateral,1,12.0,5.0
2022,7,10,side lateral,2,10.0,5.0
2022,7,10,side lateral,3,8.0,5.0
2022,7,10,side lateral,4,0.0,0.0
2022,7,10,tricep extensions,1,10.0,0.0
2022,7,10,tricep extensions,2,9.0,0.0
2022,7,10,tricep extensions,3,7.0,0.0
2022,7,10,tricep extensions,4,0.0,0.0
2022,7,10,trx rows,1,14.0,0.0
2022,7,10,trx rows,2,10.0,0.0
2022,7,10,trx rows,3,9.0,0.0
2022,7,10,trx rows,4,0.0,0.0
2022,7,12,atg split squat,1,17.0,0.0
2022,7,12,atg split squat,2,20.0,0.0
2022,7,12,atg split squat,3,18.0,0.0
2022,7,12,atg split squat,4,0.0,0.0
2022,7,12,hamstring curls,1,6.0,15.0
2022,7,12,hamstring curls,2,9.0,10.0
2022,7,12,hamstring curls,3,9.0,10.0
2022,7,12,hamstring curls,4,0.0,0.0
2022,7,12,squat (pause),1,6.0,70.0
2022,7,12,squat (pause),2,6.0,70.0
2022,7,12,squat (pause),3,6.0,70.0
2022,7,12,squat (pause),4,0.0,0.0
2022,7,12,sumo dl,1,5.0,125.0
2022,7,12,sumo dl,2,5.0,125.0
2022,7,12,sumo dl,3,6.0,120.0
2022,7,12,sumo dl,4,5.0,120.0
2022,7,14,db curls,1,8.0,17.0
2022,7,14,db curls,2,7.0,17.0
2022,7,14,db curls,3,9.0,14.5
2022,7,14,db curls,4,0.0,0.0
2022,7,14,delt row,1,14.0,0.0
2022,7,14,delt row,2,13.0,0.0
2022,7,14,delt row,3,13.0,0.0
2022,7,14,delt row,4,0.0,0.0
2022,7,14,overhead press,1,5.0,42.5
2022,7,14,overhead press,2,5.0,42.5
2022,7,14,overhead press,3,6.0,40.0
2022,7,14,overhead press,4,0.0,0.0
2022,7,14,ring push ups,1,7.0,0.0
2022,7,14,ring push ups,2,5.0,0.0
2022,7,14,ring push ups,3,4.0,0.0
2022,7,14,ring push ups,4,4.0,0.0
2022,7,14,straight arm pulldown,1,9.0,10.0
2022,7,14,straight arm pulldown,2,8.0,10.0
2022,7,14,straight arm pulldown,3,16.0,5.0
2022,7,14,straight arm pulldown,4,0.0,0.0
2022,7,14,weighted pull ups,1,6.0,15.0
2022,7,14,weighted pull ups,2,5.0,15.0
2022,7,14,weighted pull ups,3,6.0,12.5
2022,7,14,weighted pull ups,4,0.0,0.0
2022,7,16,backsquats,1,5.0,95.0
2022,7,16,backsquats,2,5.0,90.0
2022,7,16,backsquats,3,5.0,90.0
2022,7,16,backsquats,4,5.0,90.0
2022,7,16,hypers,1,16.0,44.0
2022,7,16,hypers,2,14.0,44.0
2022,7,16,hypers,3,11.0,44.0
2022,7,16,hypers,4,0.0,0.0
2022,7,16,leg curls,1,11.0,10.0
2022,7,16,leg curls,2,9.0,10.0
2022,7,16,leg curls,3,8.0,10.0
2022,7,16,leg curls,4,0.0,0.0
2022,7,16,reverse nordics,1,9.0,0.0
2022,7,16,reverse nordics,2,9.0,0.0
2022,7,16,reverse nordics,3,8.0,0.0
2022,7,16,reverse nordics,4,0.0,0.0
2022,7,18,dips,1,11.0,0.0
2022,7,18,dips,2,6.0,0.0
2022,7,18,dips,3,6.0,0.0
2022,7,18,dips,4,0.0,0.0
2022,7,18,one arm lat pulldown,1,10.0,30.0
2022,7,18,one arm lat pulldown,2,9.0,30.0
2022,7,18,one arm lat pulldown,3,9.0,30.0
2022,7,18,one arm lat pulldown,4,0.0,0.0
2022,7,18,push ups,1,6.0,22.5
2022,7,18,push ups,2,5.0,22.5
2022,7,18,push ups,3,6.0,20.0
2022,7,18,push ups,4,5.0,20.0
2022,7,18,side lateral,1,13.0,5.0
2022,7,18,side lateral,2,12.0,5.0
2022,7,18,side lateral,3,10.0,5.0
2022,7,18,side lateral,4,0.0,0.0
2022,7,18,tricep extensions,1,12.0,0.0
2022,7,18,tricep extensions,2,9.0,0.0
2022,7,18,tricep extensions,3,7.0,0.0
2022,7,18,tricep extensions,4,0.0,0.0
2022,7,18,trx rows,1,14.0,0.0
2022,7,18,trx rows,2,11.0,0.0
2022,7,18,trx rows,3,9.0,0.0
2022,7,18,trx rows,4,0.0,0.0
2022,7,20,atg split squat,1,24.0,0.0
2022,7,20,atg split squat,2,20.0,0.0
2022,7,20,atg split squat,3,18.0,0.0
2022,7,20,atg split squat,4,0.0,0.0
2022,7,20,hamstring curls,1,12.0,10.0
2022,7,20,hamstring curls,2,11.0,10.0
2022,7,20,hamstring curls,3,10.0,10.0
2022,7,20,hamstring curls,4,0.0,0.0
2022,7,20,squat (pause),1,5.0,80.0
2022,7,20,squat (pause),2,5.0,80.0
2022,7,20,squat (pause),3,5.0,80.0
2022,7,20,squat (pause),4,0.0,0.0
2022,7,20,sumo dl,1,5.0,127.5
2022,7,20,sumo dl,2,5.0,125.0
2022,7,20,sumo dl,3,6.0,120.0
2022,7,20,sumo dl,4,6.0,120.0
2022,7,23,db curls,1,8.0,17.0
2022,7,23,db curls,2,7.0,17.0
2022,7,23,db curls,3,9.0,14.5
2022,7,23,db curls,4,0.0,0.0
2022,7,23,delt row,1,14.0,0.0
2022,7,23,delt row,2,12.0,0.0
2022,7,23,delt row,3,12.0,0.0
2022,7,23,delt row,4,0.0,0.0
2022,7,23,overhead press,1,6.0,42.5
2022,7,23,overhead press,2,5.0,42.5
2022,7,23,overhead press,3,6.0,40.0
2022,7,23,overhead press,4,0.0,0.0
2022,7,23,ring push ups,1,8.0,0.0
2022,7,23,ring push ups,2,5.0,0.0
2022,7,23,ring push ups,3,5.0,0.0
2022,7,23,ring push ups,4,4.0,0.0
2022,7,23,straight arm pulldown,1,10.0,10.0
2022,7,23,straight arm pulldown,2,8.0,10.0
2022,7,23,straight arm pulldown,3,16.0,5.0
2022,7,23,straight arm pulldown,4,0.0,0.0
2022,7,23,weighted pull ups,1,6.0,15.0
2022,7,23,weighted pull ups,2,5.0,15.0
2022,7,23,weighted pull ups,3,5.0,15.0
2022,7,23,weighted pull ups,4,0.0,0.0
2022,7,26,backsquats,1,5.0,95.0
2022,7,26,backsquats,2,6.0,90.0
2022,7,26,backsquats,3,5.0,90.0
2022,7,26,backsquats,4,5.0,90.0
2022,7,26,hypers,1,16.0,44.0
2022,7,26,hypers,2,13.0,44.0
2022,7,26,hypers,3,10.0,44.0
2022,7,26,hypers,4,0.0,0.0
2022,7,26,leg curls,1,11.0,10.0
2022,7,26,leg curls,2,10.0,10.0
2022,7,26,leg curls,3,0.0,0.0
2022,7,26,leg curls,4,0.0,0.0
2022,7,26,reverse nordics,1,0.0,0.0
2022,7,26,reverse nordics,2,12.0,0.0
2022,7,26,reverse nordics,3,0.0,0.0
2022,7,26,reverse nordics,4,0.0,0.0
2022,7,28,dips,1,11.0,0.0
2022,7,28,dips,2,7.0,0.0
2022,7,28,dips,3,6.0,0.0
2022,7,28,dips,4,0.0,0.0
2022,7,28,one arm lat pulldown,1,10.0,30.0
2022,7,28,one arm lat pulldown,2,9.0,30.0
2022,7,28,one arm lat pulldown,3,9.0,30.0
2022,7,28,one arm lat pulldown,4,0.0,0.0
2022,7,28,push ups,1,6.0,22.5
2022,7,28,push ups,2,5.0,22.5
2022,7,28,push ups,3,5.0,20.0
2022,7,28,push ups,4,5.0,20.0
2022,7,28,side lateral,1,12.0,5.0
2022,7,28,side lateral,2,12.0,5.0
2022,7,28,side lateral,3,11.0,5.0
2022,7,28,side lateral,4,0.0,0.0
2022,7,28,tricep extensions,1,10.0,0.0
2022,7,28,tricep extensions,2,10.0,0.0
2022,7,28,tricep extensions,3,9.0,0.0
2022,7,28,tricep extensions,4,0.0,0.0
2022,7,28,trx rows,1,15.0,0.0
2022,7,28,trx rows,2,11.0,0.0
2022,7,28,trx rows,3,9.0,0.0
2022,7,28,trx rows,4,0.0,0.0
2022,7,31,atg heel elevated squat,1,8.0,44.0
2022,7,31,atg heel elevated squat,2,8.0,44.0
2022,7,31,atg heel elevated squat,3,8.0,44.0
2022,7,31,atg heel elevated squat,4,0.0,0.0
2022,7,31,hamstring curls,1,13.0,10.0
2022,7,31,hamstring curls,2,11.0,10.0
2022,7,31,hamstring curls,3,10.0,10.0
2022,7,31,hamstring curls,4,0.0,0.0
2022,7,31,squat (pause),1,5.0,80.0
2022,7,31,squat (pause),2,5.0,80.0
2022,7,31,squat (pause),3,5.0,80.0
2022,7,31,squat (pause),4,0.0,0.0
2022,7,31,sumo dl,1,5.0,127.5
2022,7,31,sumo dl,2,5.0,125.0
2022,7,31,sumo dl,3,6.0,120.0
2022,7,31,sumo dl,4,5.0,120.0
2022,8,2,db curls,1,8.0,17.0
2022,8,2,db curls,2,7.0,17.0
2022,8,2,db curls,3,9.0,14.5
2022,8,2,db curls,4,0.0,0.0
2022,8,2,delt row,1,15.0,0.0
2022,8,2,delt row,2,12.0,0.0
2022,8,2,delt row,3,12.0,0.0
2022,8,2,delt row,4,0.0,0.0
2022,8,2,overhead press,1,5.0,45.0
2022,8,2,overhead press,2,5.0,42.5
2022,8,2,overhead press,3,6.0,40.0
2022,8,2,overhead press,4,0.0,0.0
2022,8,2,ring push ups,1,8.0,0.0
2022,8,2,ring push ups,2,5.0,0.0
2022,8,2,ring push ups,3,5.0,0.0
2022,8,2,ring push ups,4,5.0,0.0
2022,8,2,straight arm pulldown,1,10.0,10.0
2022,8,2,straight arm pulldown,2,9.0,10.0
2022,8,2,straight arm pulldown,3,8.0,10.0
2022,8,2,straight arm pulldown,4,0.0,0.0
2022,8,2,weighted pull ups,1,6.0,15.0
2022,8,2,weighted pull ups,2,5.0,15.0
2022,8,2,weighted pull ups,3,5.0,15.0
2022,8,2,weighted pull ups,4,0.0,0.0
2022,8,4,backsquats,1,5.0,95.0
2022,8,4,backsquats,2,5.0,95.0
2022,8,4,backsquats,3,5.0,90.0
2022,8,4,backsquats,4,5.0,90.0
2022,8,4,hypers,1,15.0,44.0
2022,8,4,hypers,2,13.0,44.0
2022,8,4,hypers,3,12.0,44.0
2022,8,4,hypers,4,0.0,0.0
2022,8,4,leg curls,1,12.0,10.0
2022,8,4,leg curls,2,10.0,10.0
2022,8,4,leg curls,3,9.0,10.0
2022,8,4,leg curls,4,0.0,0.0
2022,8,4,reverse nordics,1,13.0,0.0
2022,8,4,reverse nordics,2,12.0,0.0
2022,8,4,reverse nordics,3,10.0,0.0
2022,8,4,reverse nordics,4,0.0,0.0
2022,8,6,dips,1,10.0,0.0
2022,8,6,dips,2,7.0,0.0
2022,8,6,dips,3,6.0,0.0
2022,8,6,dips,4,0.0,0.0
2022,8,6,one arm lat pulldown,1,10.0,30.0
2022,8,6,one arm lat pulldown,2,9.0,30.0
2022,8,6,one arm lat pulldown,3,9.0,30.0
2022,8,6,one arm lat pulldown,4,0.0,0.0
2022,8,6,push ups,1,6.0,20.0
2022,8,6,push ups,2,5.0,20.0
2022,8,6,push ups,3,6.0,15.0
2022,8,6,push ups,4,6.0,15.0
2022,8,6,side lateral,1,14.0,5.0
2022,8,6,side lateral,2,12.0,5.0
2022,8,6,side lateral,3,12.0,5.0
2022,8,6,side lateral,4,0.0,0.0
2022,8,6,tricep extensions,1,11.0,0.0
2022,8,6,tricep extensions,2,10.0,0.0
2022,8,6,tricep extensions,3,10.0,0.0
2022,8,6,tricep extensions,4,0.0,0.0
2022,8,6,trx rows,1,14.0,0.0
2022,8,6,trx rows,2,9.0,0.0
2022,8,6,trx rows,3,9.0,0.0
2022,8,6,trx rows,4,0.0,0.0
2022,8,8,atg heel elevated squat,2,0.0,0.0
2022,8,8,atg heel elevated squat,3,0.0,0.0
2022,8,8,atg heel elevated squat,4,0.0,0.0
2022,8,8,hamstring curls,2,0.0,0.0
2022,8,8,hamstring curls,3,0.0,0.0
2022,8,8,hamstring curls,4,0.0,0.0
2022,8,8,squat (pause),1,5.0,80.0
2022,8,8,squat (pause),2,5.0,80.0
2022,8,8,squat (pause),3,5.0,80.0
2022,8,8,squat (pause),4,0.0,0.0
2022,8,8,sumo dl,1,6.0,115.0
2022,8,8,sumo dl,2,5.0,115.0
2022,8,8,sumo dl,3,6.0,100.0
2022,8,8,sumo dl,4,6.0,100.0
2022,8,10,db curls,1,8.0,17.0
2022,8,10,db curls,2,7.0,17.0
2022,8,10,db curls,3,9.0,14.5
2022,8,10,db curls,4,0.0,0.0
2022,8,10,delt row,1,15.0,0.0
2022,8,10,delt row,2,13.0,0.0
2022,8,10,delt row,3,13.0,0.0
2022,8,10,delt row,4,0.0,0.0
2022,8,10,overhead press,1,5.0,45.0
2022,8,10,overhead press,2,5.0,42.5
2022,8,10,overhead press,3,6.0,40.0
2022,8,10,overhead press,4,0.0,0.0
2022,8,10,ring push ups,1,8.0,0.0
2022,8,10,ring push ups,2,6.0,0.0
2022,8,10,ring push ups,3,5.0,0.0
2022,8,10,ring push ups,4,5.0,0.0
2022,8,10,straight arm pulldown,1,10.0,10.0
2022,8,10,straight arm pulldown,2,10.0,10.0
2022,8,10,straight arm pulldown,3,9.0,10.0
2022,8,10,straight arm pulldown,4,0.0,0.0
2022,8,10,weighted pull ups,1,6.0,15.0
2022,8,10,weighted pull ups,2,6.0,15.0
2022,8,10,weighted pull ups,3,5.0,15.0
2022,8,10,weighted pull ups,4,0.0,0.0
2022,8,12,backsquats,1,5.0,95.0
2022,8,12,backsquats,2,5.0,95.0
2022,8,12,backsquats,3,6.0,90.0
2022,8,12,backsquats,4,5.0,90.0
2022,8,12,leg curls,1,13.0,10.0
2022,8,12,leg curls,2,13.0,10.0
2022,8,12,leg curls,3,10.0,10.0
2022,8,12,leg curls,4,0.0,0.0
2022,8,12,leg extensions,1,15.0,25.0
2022,8,12,leg extensions,2,14.0,25.0
2022,8,12,leg extensions,3,13.0,25.0
2022,8,12,leg extensions,4,0.0,0.0
2022,8,12,rdls,1,12.0,100.0
2022,8,12,rdls,2,11.0,100.0
2022,8,12,rdls,3,12.0,90.0
2022,8,12,rdls,4,0.0,0.0
